sample_id,Sunitinib,Everolimus,Temozolomide,Cisplatin,Etoposide,5-FU,Ribociclib,molecular_subtype
GSE151904_GSM4593244,4.383889188686852,7.857515214367034,8.168334472751024,-7.494805786827024,13.535570181797766,-7.9816226667754,5.44118160643832,C2
GSE151904_GSM4593245,4.481760107052342,7.729259746277682,7.879539121812119,-8.826410361941074,12.807215863711843,-7.728411410333371,7.104461792009923,C2
GSE151904_GSM4593246,3.4444315586779743,7.876094364606328,7.92601421775861,-8.337748123858688,13.55898586516823,-8.06434977321868,6.813908197973638,C2
GSE151904_GSM4593247,4.348196834320992,8.564280251095983,8.620140464405129,-7.963967440514458,13.36132914790379,-7.777339954225097,5.740291324787032,C2
GSE151904_GSM4593248,3.4031345842489995,7.68602166841969,7.905777328617199,-7.598237006462442,13.949019186782666,-7.168160375612584,6.688053078010591,C2
GSE151904_GSM4593249,4.526774241529542,7.822756988368857,8.220188152734886,-7.274512310028297,13.290241089433128,-7.759786049006502,4.4250035941169035,C2
GSE151904_GSM4593250,6.4926380316621675,8.085192272939974,8.104414182141317,-8.017592826142387,13.81897634230038,-7.962788264326435,6.049677559294892,C2
GSE151904_GSM4593251,5.304985947096749,7.369549914401293,7.5512104608498225,-8.098122944846688,13.736382509839911,-7.300902697976616,6.358717054283069,C2
GSE151904_GSM4593252,3.3781716071233503,8.19374686720224,8.512587595612056,-8.110097279612223,13.071324874364624,-7.681410352580386,6.951560364967637,C2
GSE151904_GSM4593253,4.186163632638441,8.4791645585766,9.479602833450476,-7.345537893562244,11.911249955278846,-7.68852034124558,7.554257931459077,C2
GSE151904_GSM4593254,2.7638377711711497,8.09116493304888,8.034828613105558,-7.169880157973907,14.078025645799345,-7.390876751468058,5.624361664768577,C2
GSE151904_GSM4593255,3.4801256378702012,8.103320971400127,8.15194252467129,-8.205906546289647,12.162568241248723,-7.250845273129954,6.738954938591437,C2
GSE151904_GSM4593256,5.251322423371439,7.754872848425011,8.151676985004668,-7.781102776762465,12.888496132304823,-8.513006281684904,6.659938977706847,C2
GSE151904_GSM4593257,4.288224763155342,8.13339271653916,8.468287110775536,-8.773601830513428,13.991720736701684,-7.739459165864087,6.746405367640907,C2
GSE151904_GSM4593258,3.0476808331671568,8.159106204527177,8.152208064337913,-7.786940895615271,12.540712104752107,-7.26639568632787,6.84198228139638,C2
GSE208446_GSM6346515,1.7945354523072399,7.164643958636924,6.143393871614781,-7.240782570129779,7.707743683478977,-7.838710925002849,5.811228711543302,C3
GSE208446_GSM6346516,1.8895072458025393,7.386819503547029,6.59245497466727,-7.2569291873908615,7.7943413920472855,-7.848063515171081,6.1076090451221745,C3
GSE208446_GSM6346517,1.9436116609128895,7.233177698928577,6.2992418978470806,-7.139524042449823,7.71239995017889,-7.841586878449379,5.893010520708991,C3
GSE208446_GSM6346518,1.8005949538408879,7.444058780596746,6.729638335188982,-7.394274848601942,7.859178643805857,-7.890320551915071,5.981490203969392,C3
GSE208446_GSM6346519,0.8262046656202882,6.9218260536593785,5.701385467170564,-6.699034464566152,7.692126008111704,-7.812990795637046,6.8353996978803515,C3
GSE208446_GSM6346520,0.21576104923606448,7.169688682977597,6.121615219088369,-6.908016627117313,7.699603632437583,-7.766291180163403,7.188481343983982,C3
GSE208446_GSM6346521,0.23556326438533,7.09469866325651,6.033314558245267,-6.950398461533287,7.815175634313407,-7.825766394748849,6.997165993942495,C3
GSE208446_GSM6346522,0.27401843621581623,7.165505543499069,6.160144856175457,-6.82750397739272,7.697905157007368,-7.804650495092444,7.053075286377923,C3
GSE208446_GSM6346523,1.6885474504594025,6.79995354409702,5.338886769227568,-6.9081327628135725,7.6240003632962505,-7.364842858834798,6.0812444247700395,C3
GSE208446_GSM6346524,1.7514155739270811,7.229705151047952,6.185412680848224,-7.16498114371108,7.693354320416883,-7.426556434629984,6.273486466404533,C3
GSE208446_GSM6346525,1.4629864962736185,6.852730114976017,5.44090716029626,-6.68144979551013,7.548529527478966,-7.351301381314721,6.405572764102349,C3
GSE208446_GSM6346526,1.5319070866843867,7.257608936066948,6.210149065587751,-7.188792644193825,7.587687335633297,-7.386402089745432,6.22081345676032,C3
GSE213504_GSM6588247,3.957653577150327,7.88130338122428,7.994336161634137,-6.5619041630889825,5.830638854706066,-5.923465564544901,8.121647653189147,C3
GSE213504_GSM6588248,3.809031444576098,7.904803095547977,8.189408728598215,-6.6197718070614675,5.212494446651695,-5.960676789646997,7.9047811935587635,C3
GSE213504_GSM6588249,3.470017633443768,7.87751375694594,8.13174827721283,-6.562957203309612,5.588561269336304,-5.71871007982634,7.996221342917748,C3
GSE213504_GSM6588250,3.121043793164052,8.251211809696354,8.212611548923192,-7.037783242089977,11.139336693407682,-7.7212561049918955,9.74847472088899,C3
GSE213504_GSM6588251,3.5441578372049185,8.217091103284966,8.242785218084592,-7.046254560393972,11.14942060793801,-7.581695116419818,9.698735730355288,C3
GSE213504_GSM6588252,3.29485519286704,8.25631538357255,8.23219326868553,-7.0742312730457595,11.654020479166498,-7.788036150254188,9.717139388143378,C3
GSE213504_GSM6588253,3.629262060960811,7.9284559846719365,8.220593611870104,-6.892192620489769,8.457450009699619,-6.848834985181526,7.617383097708078,C3
GSE213504_GSM6588254,3.642779830717864,7.912783517733706,8.341839750352877,-6.870521730824688,8.782401284326177,-6.657957284183104,7.563573065025977,C3
GSE213504_GSM6588255,3.6291695995182707,8.041187615745068,8.258017518890208,-6.892426339643613,8.517251914645758,-6.54172674004083,7.647680759058197,C3
GSE213504_GSM6588256,3.77397641632745,7.885454217889102,8.095999291435284,-6.9964547841532445,10.23212855786952,-7.403985740370598,7.3765637849367,C3
GSE213504_GSM6588257,3.8685774773326074,7.858560220539985,8.00118063658556,-7.063942492242369,9.747930360053466,-7.414298592759563,7.452110529634424,C3
GSE213504_GSM6588258,4.0306591388513695,7.885465198335098,8.008184603835856,-7.046660269371425,9.271293263756025,-7.338999099873351,7.449083119649188,C3
GSE213504_GSM6588259,5.345597631225746,7.614041392940397,7.781134107393173,-6.484454293609607,7.568323080630359,-7.4334949191636515,7.012008859092006,C3
GSE213504_GSM6588260,4.373965653791692,8.008628793997746,8.037653725253735,-6.74149488750482,7.819877694214104,-6.1961431510944385,7.548835694545379,C3
GSE213504_GSM6588261,4.514247496631046,7.994659018522232,8.010394009298572,-6.787478561273388,7.9204474071521185,-6.248439269235746,7.4984942453258565,C3
GSE213504_GSM6588262,4.561814421926773,7.941079412838494,8.031553052006629,-6.753517050269857,8.022534024014861,-6.1354529817598635,7.5532680477021055,C3
GSE213504_GSM6588263,3.322409185538882,8.214305773581348,8.383542343465576,-7.173190335732747,11.139336693407682,-7.608945695550194,8.053697097265102,C3
GSE213504_GSM6588264,3.2615981145720867,8.3834687193116,8.762633767591895,-7.169701907662604,10.253696839296289,-7.465421306386157,7.956906089649326,C3
GSE213504_GSM6588265,3.7695127136302453,8.275832092913083,8.510335031094197,-7.20584240850747,10.483830743997077,-7.6169849564653935,8.139317835654948,C3
GSE213504_GSM6588266,4.285966560969895,7.967490897990997,8.041600137977294,-6.710993550262615,7.230110885436495,-5.466406843334568,8.066532466456156,C3
GSE213504_GSM6588267,4.2247432954683966,7.969575631528859,8.150489065474185,-6.795957731376039,7.228515723275998,-5.365174558726832,7.923028718415484,C3
GSE213504_GSM6588268,4.302671288837663,7.931727027907324,8.060469298507066,-6.772966631374896,7.8437629700952645,-5.817093565891003,7.876489695079302,C3
GSE213504_GSM6588269,3.4069719236084333,7.542992561576127,8.444609294849187,-7.0479016552606755,12.262128794051812,-7.687318236132587,8.691544872878453,C3
GSE213504_GSM6588270,3.4983558385041498,7.444659699496094,8.477441976752415,-7.1377691319638235,12.122986708836896,-7.6411836979887635,8.449475617709851,C3
GSE213504_GSM6588271,3.3212180171091794,7.4036429113954,8.498845506656405,-7.074965883230623,12.410986956300865,-7.742387256347095,8.704018284006304,C3
GSE213504_GSM6588272,2.728915439876722,7.555136872324193,8.09430151533074,-6.838837773173388,10.740551437599663,-6.7272269768388,8.471826845027845,C3
GSE213504_GSM6588273,2.733483545749789,7.532306819036689,8.15018000167107,-6.86443147094972,10.400321659860337,-6.774827410903248,8.344561081616387,C3
GSE213504_GSM6588274,2.8609498574746306,7.503889821045507,8.136000338017611,-6.8458649161615455,10.804007284858415,-6.8179435223957015,8.391960549584898,C3
GSE213504_GSM6588275,6.584219077763195,8.10222694278338,7.914641815097247,-6.262834146432267,7.566149245529553,-6.032284459415283,7.2478113829440325,C3
GSE213504_GSM6588276,5.088616911297736,7.336127049849722,7.85602383715588,-7.328600828924333,11.667371642724293,-7.84739670817534,7.54781504763897,C3
GSE213504_GSM6588277,3.574706154778857,7.589574347416758,8.692093592820676,-6.759945616858566,12.364048765606187,-7.82716982439488,7.457927385462303,C3
GSE213504_GSM6588278,3.8208192088703123,7.496670250910004,8.090910005628007,-7.412366734926793,11.797677646398483,-7.904256762625127,5.947743484765765,C3
GSE213504_GSM6588279,4.816129809295884,7.446600853765897,7.730866267647999,-6.718314300662742,9.170965553442075,-5.991948024168039,7.873737246222921,C3
GSE213504_GSM6588280,6.336183378058363,7.471270491503724,7.695437816219493,-6.314090025222365,7.898109951645134,-7.116879706961633,8.002731394848398,C3
GSE213504_GSM6588281,3.87504601629841,7.9475957290469355,8.724335888942738,-6.82681520743477,9.797903142309606,-7.038248503027184,7.1535044903559815,C3
GSE213504_GSM6588282,3.452232046061127,7.409481580927815,8.110995966757603,-7.1217696161561275,9.42682320260474,-6.913360501454686,7.59159917693302,C3
GSE213504_GSM6588283,3.6563198164125343,7.375810054566177,8.418326119261677,-6.89994662565949,11.621087330209503,-7.156232079066653,8.076824399087368,C3
GSE213504_GSM6588284,2.766063544501982,7.45258834396897,8.160527141053478,-7.043058015624716,11.686376697957446,-7.510140566879568,8.46017731045194,C3
GSE229701_GSM7173418,1.1598297476933837,8.48537563400022,8.86853875390038,-7.261427522538816,12.785714406942736,-7.7856696962469,6.78008188485362,C3
GSE229701_GSM7173419,1.6465053744389508,8.442532500497109,8.881533503156056,-7.19448753693956,12.888496132304823,-7.74720118819063,6.778582343115621,C3
GSE229701_GSM7173420,1.1817349555826737,8.520968116183457,8.91391498060077,-7.2765731623710606,12.928608736966615,-7.604759922630683,6.83906602686269,C3
GSE229701_GSM7173421,1.114912528906421,8.639478522356129,8.856322482387103,-7.234406921908649,12.483134577181657,-7.512954143212283,6.431332113758412,C3
GSE229701_GSM7173422,1.4587737076076648,8.74753252557916,9.010755621276232,-7.193542150390151,12.503287008043875,-7.56266310584802,6.432190249157575,C3
GSE229701_GSM7173423,1.1519358314139643,8.611428958425488,8.835856756836632,-7.278446625269801,12.619150479202347,-7.671940607765478,6.511026300863981,C3
GSE229701_GSM7173424,1.5520514181672267,8.415602640353663,8.767854475959366,-7.208876046074113,12.928608736966615,-7.705969405799019,6.768938868821248,C3
GSE229701_GSM7173425,1.537477063506396,8.504872827908677,9.014450643414976,-7.2782061460644965,12.954669655926029,-7.654717080944436,6.791061488337515,C3
GSE229701_GSM7173426,1.1306508618557745,8.5345159023144,9.04098344491995,-7.280630903998754,12.977855406655465,-7.712937276369119,6.775883505367913,C3
GSE229701_GSM7173427,1.0136316195318904,8.392355766104123,9.00975248708684,-7.547760376990107,11.999822717664642,-7.503129133740743,7.052038733422847,C3
GSE229701_GSM7173428,1.381941261282787,8.434742170198728,8.949036933245337,-7.646759331859072,12.098557297739326,-7.4997684022481454,7.060637433596071,C3
GSE229701_GSM7173429,1.0970104599953177,8.358001593975672,8.799764476352966,-7.585739644492856,12.067764745085743,-7.53009904717166,7.027894258736406,C3
GSE229701_GSM7173430,1.166635787756622,8.346637114703118,8.692093592820676,-7.260912973217669,12.664865795379049,-7.769330996237846,6.637765770638909,C3
GSE229701_GSM7173431,1.4706637047548174,8.374428897451658,8.87673225567851,-7.291890968748163,12.590685147076373,-7.853574399004456,6.647367209633058,C3
GSE229701_GSM7173432,1.1592169144338385,8.298359462839196,8.816230128188298,-7.303703952823844,12.865274568650236,-7.7749590451214035,6.5941840248539325,C3
GSE229701_GSM7173433,2.381762409408338,8.350258298169667,8.292426456205963,-7.530702979124982,13.33415940799684,-7.2288327437739115,5.774587263260475,C3
GSE229701_GSM7173434,2.882153493993293,8.435214688730078,8.431745091117042,-7.513282520121376,13.314283626003824,-7.27259161431877,5.7012484974126085,C3
GSE229701_GSM7173435,2.48855128228497,8.395997530205348,8.484875883401955,-7.648214806273725,13.57894267007121,-7.236942023544028,5.801914425154592,C3
GSE229701_GSM7173436,2.343044642042514,8.487717205102761,8.500350107774112,-7.4445653575308794,12.754366933791461,-7.384596801998742,5.9363474198743855,C3
GSE229701_GSM7173437,2.242360457764617,8.48632093834594,8.52582828103477,-7.442868007675727,12.689830080377284,-7.210296429238903,5.748817709833646,C3
GSE229701_GSM7173438,1.9096373648748766,8.490876694163752,8.52349361656119,-7.421365988372444,12.807215863711843,-7.193556519959418,4.8731319057239295,C3
GSE229701_GSM7173439,2.4963735497921293,8.281904390334331,8.384703320397442,-7.51133342594237,13.535570181797766,-7.35483106089383,5.642916169695703,C3
GSE229701_GSM7173440,2.688926252673735,8.343492889943187,8.53212841992504,-7.482354133807092,13.386149592354737,-7.4087906648375785,5.776564904210051,C3
GSE229701_GSM7173441,2.0328036478186178,8.270788889462706,8.307513464754514,-7.453554844500216,13.254683111083029,-7.595076526243486,5.723429812643957,C3
GSE229701_GSM7173442,2.269124597783279,8.249294393802874,8.425986893485865,-7.882679126613088,12.711972744719198,-7.790660851356132,5.498556400072465,C3
GSE229701_GSM7173443,1.972846722659134,8.347863310374173,8.519807655048538,-8.071454216819934,12.96662347172242,-7.703163508186066,5.3686866835634195,C3
GSE229701_GSM7173444,1.9588017046145874,8.323795089822449,8.46576315000175,-7.8457907409653735,12.609660344599364,-7.5341873314494405,5.58682840233006,C3
GSE229701_GSM7173445,2.0699186394639426,8.32026173100611,8.53144304707277,-7.598276426437021,13.535570181797766,-7.644495971467085,5.368591213432042,C3
GSE229701_GSM7173446,2.0673333286270577,8.280687285007197,8.43210815692885,-7.617084151417754,13.482475672341781,-7.60062353165091,5.480707506630785,C3
GSE229701_GSM7173447,2.4521140925512914,8.258861427322994,8.31600320887227,-7.506320512980249,13.386149592354737,-7.570403188823533,5.6249424042705405,C3
GSE235092_GSM8181061,4.638586593451687,7.971352717236962,7.838033154528478,-7.118205916832749,10.161964359429897,-7.082880211422805,6.069636438974913,C3
GSE235092_GSM8181062,6.008214117921575,8.112944487906155,8.32755434180597,-7.06365168518953,9.69865120985356,-6.0178722765723265,6.882420992515046,C3
GSE235092_GSM8181056,5.469723846935573,8.39915060029752,9.592784104162071,-6.904918980255285,11.094528605159017,-6.705711148332033,6.538276352667285,C3
GSE235092_GSM8181050,4.825168735960037,8.608241671041736,9.60679130629803,-7.136606812320588,7.859409324615321,-6.386614571048052,6.761786374130355,C3
GSE235092_GSM8181057,5.670515044493354,8.972007964468677,10.16886364223861,-6.6141900998313075,11.328410161665671,-7.412461641582918,6.6180419532544,C3
GSE235092_GSM8181051,4.081268544738477,8.02379917296373,8.595497985766796,-6.41150371929395,7.989874482938805,-7.095757718286468,5.8375349116529485,C3
GSE235092_GSM8181052,5.538937474464089,8.609420924718822,9.04404576354305,-6.710118966057014,7.858771614804558,-6.075186957948402,6.6483852861737205,C3
GSE235092_GSM8181059,3.8492597650863396,8.129064300319772,8.513006281684904,-6.462339844294976,10.829794738845424,-6.382504153712115,4.826053071834874,C3
GSE235092_GSM8181064,4.795342345595829,8.465267040078945,8.865688504610208,-6.474218907913562,11.249855174249923,-6.309240538506176,6.224513860749713,C3
