sample_id,CD8_T_cells,T_helper_cells,Tregs,B_cells,Macrophages,NK_cells,Dendritic_cells,Neutrophils,Monocytes,Immune_Checkpoint,molecular_subtype
GSE118014_GSM3317263,-0.023710953923354136,0.12365356178296394,-0.1598944357573027,-0.18427341322817434,0.3136891639211422,0.14673440821076325,-0.045192703467790224,-0.20558866711923818,0.2107326171948149,-0.043936875777524566,C1
GSE118014_GSM3317264,-0.274635675895255,-0.018442705912629496,-0.43718678406531597,-0.21944789802697523,0.09566940545245425,-0.049743819126066895,-0.0507988500669046,-0.2355624588442224,0.052199051806893534,-0.3807150960047435,C1
GSE118014_GSM3317265,-0.21527115591750562,0.019919327212924304,-0.43326275907658746,-0.20015275162560614,0.21506980544948365,0.08141182897071099,-0.05323115503194685,-0.22089041797727843,0.04536926888414771,-0.16587480450245695,C1
GSE118014_GSM3317266,-0.11170577677301617,0.02994864662957323,-0.4411018089967309,-0.232904369672094,0.11424344974227858,0.011991319133439813,-0.13343781811777747,-0.22962941798398456,0.07477851435401699,-0.25275236248724764,C1
GSE118014_GSM3317267,-0.2846685577624334,0.07045330264975924,-0.44764485066371634,-0.19029802931732837,0.170828552119543,0.08091125371087685,-0.13112844423936582,-0.21865739528378478,0.12076871658357391,-0.11604525271714997,C1
GSE118014_GSM3317268,-0.09250411097494321,0.012251621089025715,-0.3930595030567471,-0.12627205359943885,0.20419345966679972,0.15657109831460478,0.007875148286923395,-0.209557799820619,0.1965018063257436,-0.17566756330450822,C1
GSE118014_GSM3317269,0.013153769844929702,0.11029484009960018,-0.2657560082442788,0.11163885849741201,0.27193272260619256,0.12287649276994189,0.09505379461549507,-0.22685089708814724,0.11442552827466036,-0.1272500658669905,C1
GSE118014_GSM3317270,0.016471118626842498,0.11782449459538641,-0.30046709894535,-0.13012203374411516,0.2659958421442016,0.08169234620545082,-0.1442930916629368,-0.19291842422611588,0.18893311700132615,-0.1628512485652459,C1
GSE118014_GSM3317271,-0.37415511633635057,-0.09347481378363445,-0.41023161241109124,-0.27676393107449165,0.07205804644694176,-0.07283778933200541,-0.08897180850376683,-0.26331640964729963,0.04833331685327525,-0.1896634099218946,C1
GSE118014_GSM3317272,-0.2143561088907077,-0.0023027863487390136,-0.18293610131384835,-0.21990130746275668,0.2362643599425902,0.07367809130007211,-0.09386104785825311,-0.21191207039987098,0.10264900064947698,-0.19808445718795956,C1
GSE118014_GSM3317273,0.013237561498179784,-0.017795300473591787,-0.18172063926715445,-0.23526019028255293,0.1731465327711431,-0.18180177354211174,-0.4238936994131323,-0.2502399410724162,0.06592401571327446,-0.19902933219770347,C1
GSE118014_GSM3317274,0.11544755735071116,-0.00279715144116645,-0.4114549241363504,-0.05299316402969181,0.2022349766702805,0.07463264670730449,-0.07463941729768828,-0.04998732579633689,0.1772189710597202,-0.13701536032074255,C1
GSE118014_GSM3317275,-0.03990799406769031,0.04440562594728785,-0.27969699931084674,-0.1878838718611981,0.2703902128349698,0.10984318620519003,-0.04979057940092957,-0.16983443950978522,0.21469324508118556,-0.21160155712592613,C1
GSE118014_GSM3317276,0.3283425093517735,0.31043113395886845,-0.03412896079693606,0.41827875021103417,0.3966699773692138,0.2887172467863784,0.1440003970702337,0.18334596742511017,0.35401962770161105,0.0779169520900258,C1
GSE118014_GSM3317277,-0.1781518782205691,-0.09659216493964033,-0.21607316181668587,-0.20427967180231446,0.0919727188738603,-0.07010832225523618,-0.22000608698690302,-0.24438604609907635,0.12071241905939681,-0.1844477036422319,C1
GSE118014_GSM3317278,0.09885194276697035,-0.032337211461156846,-0.28488913119629566,-0.22655071732736107,0.23489113140903467,0.03497997886059015,-0.2568929894016842,-0.21863296159208367,0.03803534246930698,-0.15804461701873926,C1
GSE118014_GSM3317279,0.01224028959357545,0.022110551879972004,-0.1582023247830446,-0.20388423428895483,0.3702661660375426,0.13931096789099254,-0.044389114652619716,0.04747259986455749,0.35411494496732515,-0.19441922710940646,C1
GSE118014_GSM3317280,-0.10716279452970115,0.07243791120649813,-0.27580735564261954,-0.1562488631608783,0.22272256000273705,0.1481080690902312,-0.11853988360886944,-0.19506151009112332,0.0845343341144355,-0.17134105879803233,C1
GSE118014_GSM3317281,-0.3977224253007456,-0.02402662766782309,-0.39692052764428043,-0.3358583649088509,0.1707780517538717,-0.02837034211271645,-0.16487577015674998,-0.2612638755914834,0.0902637727048188,-0.2835444748379379,C1
GSE118014_GSM3317282,0.00504623655303167,0.0917173028236733,-0.16426459136654653,-0.15962089082865694,0.23674245047292591,0.17628215847438233,-0.09372777081433793,-0.20760700645414235,0.1827624020176659,-0.13936896821190456,C1
GSE118014_GSM3317283,0.0885228404366305,0.10779025096883661,-0.09187218566766078,0.14304606478340587,0.2530325378995153,0.145539694282567,-0.04959298282385235,-0.20336815924485105,0.0981858006428079,0.0435895148110011,C1
GSE151904_GSM4593197,-0.11311820562075388,-0.1063764651591786,-0.00564265200769707,-0.16516529822592643,-0.07243332640693785,0.17852523798481232,-0.19634395379564776,-0.19483641962646703,-0.08420622223306705,0.032709140271993634,C2
GSE151904_GSM4593198,-0.38494191033959957,-0.0301400090468168,-0.03615486362678933,-0.21469717260483037,-0.037934332873626325,0.0502899498078924,-0.23681136229831956,-0.17641849698491605,-0.1949531244296748,-0.1317018507236496,C2
GSE151904_GSM4593199,-0.18573209543651803,-0.0779805645195743,0.03539956137213485,-0.09932839069779156,0.006603750517725743,0.16615684757665264,-0.04867773012528381,0.06601005449350081,-0.24628285467095393,-0.018331011719380133,C2
GSE151904_GSM4593200,-0.29681096446395927,-0.04092010720009249,-0.005102418970075994,-0.20701728990939644,-0.09211718738394742,0.028281513599501543,-0.13841624142172446,-0.17155384234984347,-0.21239471147226005,-0.10434821031659212,C2
GSE151904_GSM4593201,-0.2020115335210472,-0.19964640030989356,0.02109511529958788,-0.17730747562469654,-0.046568464679248536,0.10658673001405508,-0.3178910011344236,-0.43414358816061444,-0.23443099361335037,-0.07467435653106745,C2
GSE151904_GSM4593202,-0.17457808700097377,0.006342827854355987,-0.015624537313170497,-0.15586546905972953,-0.10819212377400643,0.14637037858621588,-0.12928040990328454,-0.26510811152025027,-0.10178812344986864,-0.001162089948500832,C2
GSE151904_GSM4593203,-0.13246729191866619,0.001772566144707511,-0.06356064133851608,-0.3940133859168199,-0.2440887450092379,0.14003696841264537,-0.145292100951845,-0.22049370124405426,-0.36795137800312755,0.020028842016497968,C2
GSE151904_GSM4593204,-0.14954095874043763,0.013545351136315002,-0.041778832108404794,-0.08592334050815992,-0.3651143250980265,0.15924859032087077,-0.1903648625509618,0.02295613606856472,-0.36998525295858187,-0.03358606875168008,C2
GSE151904_GSM4593205,-0.2046684197869195,-0.39603916587077714,-0.0711083976593151,-0.09181576774997308,-0.17192176080921517,0.11677983723111099,-0.13585012964546558,-0.42305129801012087,-0.155480164588346,-0.02556757740624751,C2
GSE151904_GSM4593206,-0.32409436013603177,-0.138243162145664,-0.04326589626375578,-0.15213855086654768,-0.16389534741283146,0.1361601535976755,-0.22567856699932579,-0.42970808360911644,-0.24390648292378944,-0.06012049552767102,C2
GSE151904_GSM4593207,-0.22105621306036927,-0.07926010495506053,-0.06575287341537352,-0.1559103742852526,-0.12573832459866394,0.1468593377503789,-0.28949737790340374,-0.4217486968088262,-0.1942318786353562,-0.01307154599174354,C2
GSE151904_GSM4593208,-0.380657737718821,-0.03815336519890689,-0.007976023940934095,-0.1612637085559564,-0.18004329721471107,0.10252710340480015,-0.20874415045501268,-0.1025930932187532,-0.16233502891884852,-0.06978656845052503,C2
GSE151904_GSM4593209,-0.14270288362463834,-0.054756458653028736,0.0047593900938870904,-0.0253110171102147,-0.20290210918719875,0.1378233208507249,-0.13877883242489,-0.10335106095122214,-0.25270552461097545,-0.038611183451989176,C2
GSE151904_GSM4593210,-0.29370763467102984,-0.39470283252496985,-0.1517352011444934,-0.01957465099719267,-0.17920052189192026,0.1534356135554795,-0.38182743152937726,-0.422580807929473,-0.17096864135221942,-0.035532471468603326,C2
GSE151904_GSM4593211,-0.3077067944835574,-0.07833651263171848,-0.00972578037959241,-0.06834235206516884,-0.05876655054442016,0.19122867277153185,-0.3896304812202664,-0.42796823469866346,-0.144110428873357,-0.07134010525879425,C2
GSE151904_GSM4593212,-0.31290135672409103,-0.02196798305324276,-0.012952710577787635,-0.21145771006527436,-0.1818982210726924,0.14482809782589437,-0.21703396694931137,-0.16804732445621953,-0.21544335703401785,-0.0024461301973201384,C2
GSE151904_GSM4593213,-0.16537336067336772,-0.010747671476480165,-0.05238686862993768,-0.12310071198722629,-0.1330965177206437,0.14852079519682707,-0.2025229384427382,-0.2470214188489438,-0.23265276275378075,-0.03524390878195848,C2
GSE151904_GSM4593214,-0.1973973685140086,-0.19292569910408988,-0.14134419218747699,-0.12134248604792432,-0.09841919161776373,0.17612878832085674,-0.3906294875820757,-0.42826841947775307,-0.15850585092450142,-0.01573793965541448,C2
GSE151904_GSM4593215,-0.22018705077041334,-0.14530006724067135,-0.12597165353486034,-0.40008248087392145,-0.06834792248521966,0.0757871526077599,-0.39622752323113336,-0.1313021446000913,-0.18054552421223805,-0.032723795822958104,C2
GSE151904_GSM4593216,-0.17854625979681404,-0.02762377555633409,-0.03975425575693273,-0.38662329101345266,-0.043870839943004586,0.1427859942118786,-0.28793891659414333,-0.2127885090064057,-0.3575120198246892,0.0042609143765734705,C2
GSE151904_GSM4593217,-0.18026875137029025,-0.050243689785517805,-0.05672031863387098,-0.14383584887706685,-0.16391418211395695,0.16143549968594412,-0.1342568926868671,-0.42478232142214406,-0.36373963694493,-0.0021192159544602754,C2
GSE151904_GSM4593218,-0.188624581899407,-0.12718266597219305,0.040909817556199844,-0.39583270888761446,-0.25411775477315085,0.1722736457644805,-0.21289267297447592,-0.4286356531247329,-0.3702732352531595,0.043387325357969846,C2
GSE151904_GSM4593219,-0.27611743409109124,-0.3967617812618846,-0.060045120613220815,-0.2588570792935247,-0.18294801525923057,0.14194769047737335,-0.20209382616965665,-0.4267716321165524,-0.20149659782025778,-0.019761450915876135,C2
GSE151904_GSM4593220,-0.11764622969523345,-0.04780894438341485,0.007538239055901014,-0.15871420979825543,-0.11188689909232512,0.059258818377883805,-0.20703028824258712,-0.14954116015734134,-0.10205755029539225,-0.06846256540697902,C2
GSE151904_GSM4593221,-0.11087078441534594,-0.16761920067515682,-0.10674533668115337,-0.2023230477417537,-0.18563070351945832,0.2028898297437059,-0.1489817266112219,-0.2532701179394628,-0.3812345613405197,-0.024299217465177964,C2
GSE151904_GSM4593222,-0.14202973734387309,0.04266224632365,-0.04420859465953183,-0.08277766157360704,-0.26749639551298704,0.1369367153072173,-0.1828004295619733,-0.21856023516120326,-0.36071582285186515,-0.04635758363782427,C2
GSE151904_GSM4593223,-0.3139162910763633,-0.04391525791937559,-0.08741317246594713,-0.27505745552883376,0.005121240757929067,0.03041285128235667,-0.20360166168006838,-0.23409893747033514,-0.19167818670164322,-0.0784483049504596,C2
GSE151904_GSM4593224,-0.20045667092540115,-0.3931267313573949,-0.15160834230331327,-0.19261212840548908,-0.0782254548523898,0.10374859065607801,-0.03805038557369031,-0.20168522706625616,-0.1580594437123012,-0.03811009151192764,C2
GSE151904_GSM4593225,-0.2951165465616915,-0.05686709584819797,-0.08050470111172468,-0.12910281391247566,-0.36662633472671097,0.16513397406273692,-0.23598035434246764,-0.23033395990282163,-0.37158715447216983,-0.06066504526133702,C2
GSE151904_GSM4593226,-0.3090578958833987,-0.403910559692236,-0.03109116545444493,-0.14297234946645335,-0.1912115735083129,0.1464403703352463,-0.2305126023479591,-0.16432025020645918,-0.3689593160341491,-0.013989917324048513,C2
GSE151904_GSM4593227,-0.20675229688420185,0.01156696667175398,-0.0022525505741961965,-0.18518557046886439,-0.12135578211261569,0.17093661670276292,-0.1499032572829267,-0.054544717727656844,-0.19031327672473417,-0.01144060805149367,C2
GSE151904_GSM4593228,-0.14914365434212087,-0.02351275486521616,-0.004127000192913274,-0.16753521564318988,-0.04287206325818479,0.15538857883042714,-0.29247170787852333,-0.02859980585830757,-0.15846445048438548,0.004276382120925901,C2
GSE151904_GSM4593229,-0.13808908688186045,-0.07388375361747222,0.027526647313875403,-0.38140378405877395,-0.05007313865989447,0.15108929877133165,-0.37457338533461765,-0.4173149342952499,-0.16107977891520106,-0.016934480184480606,C2
GSE151904_GSM4593230,-0.15461736967948034,-0.0728631449727742,-0.005626226823429127,-0.4020528560914214,-0.07505199679225948,0.2205592207785986,-0.29698247914804743,-0.24571778720760934,-0.2252419352734962,-0.03249325799990134,C2
GSE151904_GSM4593231,-0.18668088828126717,-0.005025121040346563,0.06841467599501846,-0.15260219889985596,-0.12066574857346113,0.110022528693044,-0.3003849750680617,-0.19139736626960724,-0.37047122308068164,0.0035978261336160745,C2
GSE151904_GSM4593232,-0.23936127496687465,-0.022355513219773776,0.030248958659591353,-0.17965013776393157,-0.1058652717846818,0.10272085084583572,-0.21196302896504832,-0.0858635463182619,-0.19371496364740443,0.05770162302579866,C2
GSE151904_GSM4593233,-0.31720605668704754,-0.14763847161964547,0.041287182546894945,-0.21705137066328525,-0.2884493741734482,0.08177815051601808,-0.23254627772326944,-0.20947254627804832,-0.22244826059297204,0.06403044265371266,C2
GSE151904_GSM4593234,-0.38494191033959957,-0.09904946763402743,0.048582440779703584,-0.16367914968642894,-0.04692806015094932,0.10331929575298066,-0.23453015548883593,-0.431204594034425,-0.1603763046140002,0.0802849401342276,C2
GSE151904_GSM4593235,-0.17007719223386994,-0.03867889121373989,-0.07547651713824789,-0.29862266024604234,-0.1726731372396602,0.1071719909851661,-0.39154749342806267,-0.07219190786563796,-0.21089534269226748,-0.08712410229319269,C2
GSE151904_GSM4593236,-0.1130439832852726,-0.07838643004083737,-0.009635518723519948,-0.1312106739481155,-0.027684861501967292,0.11244911723730773,-0.15904424639797962,-0.2593974007801408,-0.1758811447901259,-0.042618948452640776,C2
GSE151904_GSM4593237,-0.38368185956878237,-0.08651642938522107,-0.02504549938922255,0.07194444865067373,-0.1922801788461149,0.08108056016944337,-0.20778252514711243,-0.4303705422123258,-0.09373823688501137,-0.10410566304479124,C2
GSE151904_GSM4593238,-0.06037731771858177,-0.05177472125270066,-0.0667460053712248,-0.3069238109538444,-0.12091551034599266,0.13500665580967075,-0.27651016363902703,-0.1267612806325116,-0.1967325674765272,-0.09708615824468825,C2
GSE151904_GSM4593239,-0.13204917766599192,4.626588266328951e-4,-0.027658952253850098,-0.22021531618290627,-0.08707509080027802,0.15260665216549726,-0.16762463302856279,-0.19527115695204555,-0.06584568665948637,-0.008020500281141476,C2
GSE151904_GSM4593240,-0.3825442137299874,-0.07485034358124028,-0.06965914762200925,-0.07412059461684278,-0.011622539485050265,0.09407109560255782,-0.10135008749864167,-0.05538285462046779,-0.20896379179722305,-0.1611680606197524,C2
GSE151904_GSM4593241,-0.3351711825786441,-0.1089782890170802,-0.03908730228281585,-0.0815009267318634,-0.13754890023248645,0.11240868125526127,-0.09559358107121638,-0.11979667985631497,-0.21516820180494586,-0.08148117580422026,C2
GSE151904_GSM4593242,-0.2145585791986516,0.007449648524224199,-0.016889158926061045,-0.04675127487116732,-0.0865276429007132,0.1770004735787424,-0.29701225426713146,-0.24215319266785684,-0.05335839384349092,-0.06407043416810598,C2
GSE151904_GSM4593243,-0.16389323757735116,-0.02853062247579414,-0.009798582725181621,-0.12818995222774077,-0.10048006042682522,0.15751129993361063,-0.29000424880760184,-0.23153278317357015,-0.1872370654044976,-0.06890906244953499,C2
GSE151904_GSM4593244,-0.18904950041574278,-0.39589032362646775,-0.07847273174471749,-0.28439034817552966,-0.08777536099624,0.13562407987655112,-0.27152613057897995,-0.42256792643393454,-0.16701036336027422,-0.04514360219578266,C2
GSE151904_GSM4593245,-0.37935448520729004,-0.09720002023965386,-0.01888888071824154,-0.16630175806465866,-0.18883106540213948,0.11737218757921845,-0.16715974604789866,-0.05667885848209663,-0.2077696852237501,-0.0799380234590543,C2
GSE151904_GSM4593246,-0.15338437799248195,-0.052386291725241604,-0.1379839718712785,-0.08185971719092243,-0.11978932745039551,0.14733918998119197,-0.19823384035238245,-0.41952125375032584,-0.18959272398264707,-0.08836739627790637,C2
GSE151904_GSM4593247,-0.31781222917563123,-0.4085487756941173,0.01796148186054325,-0.301158769102371,-0.0882009010701092,0.1328362436374365,-0.3107887812710759,-0.19166395675093417,-0.19678703845235118,-0.05290953483365076,C2
GSE151904_GSM4593248,-0.2882600805312054,-0.24867475977781384,-0.07155295408898481,-0.17635238670456085,-0.18565722837180815,0.11346295796884766,-0.39122349136477313,-0.23025814222068236,-0.16934273344309073,-0.09264469258119534,C2
GSE151904_GSM4593249,-0.19959381312192237,-0.10415058795393839,0.008322534236144373,-0.07298390261994676,-0.0839271168619922,0.2385244354346326,-0.2980785194557125,-0.21077262836783625,-0.13105828565079786,-0.020806564491771255,C2
GSE151904_GSM4593250,-0.3033792439874224,-0.08886803610766836,-0.03367895205321778,-0.11757248232694817,-0.0651961071005351,0.11211286140009842,-0.15843039569475986,-0.426948163503797,-0.1441605186050756,-0.06170029724349886,C2
GSE151904_GSM4593251,-0.30222927253393883,-0.20369851430952016,-0.048424497892519146,-0.13166533531072971,-0.07617785994094053,0.19645029474401499,-0.1157064603818424,-0.4319005371219355,-0.18900303678407557,-0.03137227659609147,C2
GSE151904_GSM4593252,-0.2643822906268432,-0.026900117745877913,-0.06676984388479733,-0.05005074941349433,-0.10635137921502359,0.13234648297456533,-0.31802356924055986,-0.19845184631152485,-0.04460031632561217,-0.09944554797743724,C2
