ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0006816,calcium ion transport,66/1943,445/18986,0.14831460674157304,1.4492543096219794,3.2379814730241203,0.0013121729272141994,0.03838274039399894,0.035217942208415655,221154/63933/80024/91689/2852/286097/80228/8996/6352/6376/5025/2185/10800/5777/920/7070/5371/489/6366/2701/10268/4283/5159/115352/2621/2946/6348/10288/10859/27433/11151/8832/816/2645/5155/135/4846/5330/1236/5788/6351/3603/54836/9002/477/846/1535/1234/5664/6547/775/338440/187/140738/41/6363/3932/6387/10266/4842/774/2812/59283/1261/9254/10267,66
GO:0045576,mast cell activation,16/1943,69/18986,0.2318840579710145,2.265852148552589,3.5567232637769637,0.0013499398532574583,0.0392860047090844,0.03604672905690699,3965/2242/5777/10397/2268/3937/6813/5730/8832/3566/11314/5880/201294/8673/10814/2922,16
GO:0001909,leukocyte mediated cytotoxicity,28/1943,151/18986,0.18543046357615894,1.8119314366736767,3.3821564830023814,0.0013661858599351828,0.03945159285671776,0.03619866385243978,3500/2214/3134/3965/6688/7305/5777/2213/2671/5551/3122/10859/6813/11151/3575/2212/3133/4818/3824/914/114836/5788/201294/911/3123/1512/3383/634,28
GO:0010758,regulation of macrophage chemotaxis,9/1943,28/18986,0.32142857142857145,3.140835232703478,3.827671678648346,0.001369462725390974,0.03945159285671776,0.03619866385243978,6352/2185/1436/1240/728/5919/56833/4282/1435,9
GO:0045621,positive regulation of lymphocyte differentiation,26/1943,137/18986,0.1897810218978102,1.8544428624559055,3.388970837306886,0.0014095482435040046,0.040402327542446444,0.03707100696483422,7704/3965/6688/9580/9840/972/2621/10288/3122/3561/3575/3566/3635/11006/101/5788/939/6604/1960/7535/54440/3123/3559/51412/6363/4323,26
GO:0060143,positive regulation of syncytium formation by plasma membrane fusion,8/1943,23/18986,0.34782608695652173,3.3987782228288843,3.8865939651467314,0.0014194453918514895,0.04048258257560448,0.037144644675187403,7305/4283/81501/3566/10411/30846/8740/963,8
GO:0072678,T cell migration,17/1943,76/18986,0.2236842105263158,2.1857274426416016,3.4971525897979667,0.0014813514085707186,0.041900558650626994,0.03844570340498218,8764/6352/50848/6366/6348/199/11151/3683/101/64005/7535/6693/3383/8740/81704/6387/1901,17
GO:0042311,vasodilation,13/1943,51/18986,0.2549019607843137,2.4907712956515593,3.5994167581630103,0.0014912015087793268,0.041900558650626994,0.03844570340498218,26258/2852/2702/3779/135/10060/4846/348/3630/846/10365/4842/624,13
GO:0046596,regulation of viral entry into host cell,13/1943,51/18986,0.2549019607843137,2.4907712956515593,3.5994167581630103,0.0014912015087793268,0.041900558650626994,0.03844570340498218,729974/3965/920/972/4061/10346/10581/8519/10410/2934/3123/56649/7113,13
GO:0002790,peptide secretion,42/1943,257/18986,0.16342412451361868,1.5968967720100693,3.25294841353547,0.001541520976634173,0.043102135542751586,0.03954820586081067,84300/80024/25874/2852/338557/79751/5715/8398/358/65985/8938/6352/90007/415116/3767/51092/6927/972/2550/27433/2645/55107/10411/10312/6833/8111/3630/3651/116/5799/55512/3123/846/5798/111/2696/240/640/7849/114131/3170/2922,42
GO:0090276,regulation of peptide hormone secretion,35/1943,204/18986,0.1715686274509804,1.676480679765473,3.279957696042226,0.0015750543858569905,0.04382492788745499,0.040211401316975384,84300/80024/25874/2852/338557/79751/5715/8398/65985/8938/6352/90007/415116/3767/51092/2550/2645/55107/10411/10312/6833/8111/3630/3651/116/3123/846/111/2696/240/640/7849/114131/3170/2922,35
GO:0042886,amide transport,51/1943,328/18986,0.15548780487804878,1.5193471247630645,3.2035446993816876,0.0016158732521207146,0.04455905554449172,0.04088499744726007,84300/80024/25874/2852/338557/79751/11194/113235/5715/8398/358/65985/8938/6352/90007/376497/415116/3767/51092/6927/972/2550/30835/27433/2645/55107/2350/10411/10312/6833/8111/3630/3651/116/23457/5799/55512/3123/846/5798/111/51296/2696/240/8170/640/7849/6890/114131/3170/2922,51
GO:1902903,regulation of supramolecular fiber organization,60/1943,400/18986,0.15,1.4657231085949562,3.1785825578092375,0.001619416878339944,0.04455905554449172,0.04088499744726007,79709/2039/10178/116985/23580/114822/9026/2006/653440/5296/1003/10458/50848/22899/6376/10013/10435/10174/11346/374666/2185/2242/57175/6366/3059/822/85358/51466/90952/5829/11151/55160/10411/7148/348/1236/2934/28984/5204/57580/389/25802/30008/2041/6710/1291/57662/165/5341/10297/5345/1410/9037/6387/91663/7984/1901/3339/11135/1191,60
GO:0030072,peptide hormone secretion,41/1943,250/18986,0.164,1.602523932063819,3.237982864638505,0.00162641752151981,0.04455905554449172,0.04088499744726007,84300/80024/25874/2852/338557/79751/5715/8398/358/65985/8938/6352/90007/415116/3767/51092/6927/2550/27433/2645/55107/10411/10312/6833/8111/3630/3651/116/5799/55512/3123/846/5798/111/2696/240/640/7849/114131/3170/2922,41
GO:0006006,glucose metabolic process,34/1943,197/18986,0.17258883248730963,1.6864496004138245,3.2700817919899343,0.0016441975892916945,0.04455905554449172,0.04088499744726007,283450/221927/207/90673/51547/5224/2548/200186/90007/2542/3767/2026/4485/3481/2645/6097/2875/9563/3486/114897/9370/1609/3630/3487/3651/2784/7033/79660/3643/390637/4837/3479/150094/5166,34
GO:0002291,T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell,6/1943,14/18986,0.42857142857142855,4.187780310271303,4.028696235343253,0.0016561219802651201,0.04455905554449172,0.04088499744726007,3965/7305/10859/3683/3109/3383,6
GO:0071888,macrophage apoptotic process,6/1943,14/18986,0.42857142857142855,4.187780310271303,4.028696235343253,0.0016561219802651201,0.04455905554449172,0.04088499744726007,1514/6352/80301/3665/1234/6480,6
GO:0098734,macromolecule depalmitoylation,6/1943,14/18986,0.42857142857142855,4.187780310271303,4.028696235343253,0.0016561219802651201,0.04455905554449172,0.04088499744726007,51104/58489/81926/11313/27351/126129,6
GO:1903038,negative regulation of leukocyte cell-cell adhesion,28/1943,153/18986,0.1830065359477124,1.7882460584165043,3.3053423569403906,0.001676810447103827,0.04490388164450812,0.041201391366445406,207/8764/7805/8379/3965/5777/6366/2615/972/3659/10288/10859/3718/135/3133/3566/11326/10077/11314/2302/11006/3123/1493/3559/54900/6693/6387/1840,28
GO:0055074,calcium ion homeostasis,51/1943,329/18986,0.15501519756838905,1.5147290483960034,3.1799800860321543,0.0017267799484360124,0.04602594778448138,0.04223093902421964,55177/221154/63933/80024/91689/2852/130733/2039/286097/10467/8996/79734/1003/6352/6376/1760/2185/5777/7070/5371/489/6366/83795/4283/2946/6348/11151/7052/54757/10312/3791/348/5330/1236/5788/9002/477/846/1535/1234/5664/6547/775/187/368/958/2890/6363/3932/6387/2812,51
GO:0006968,cellular defense response,13/1943,52/18986,0.25,2.4428718476582603,3.5178468163391368,0.0018049740040576125,0.046916334917375256,0.04304791046157633,7305/2185/4283/10578/5551/10288/135/3702/728/10312/4046/1234/6693,13
GO:0042832,defense response to protozoan,9/1943,29/18986,0.3103448275862069,3.032530569506806,3.6984517656247973,0.001807479516168765,0.046916334917375256,0.04304791046157633,115361/6556/64581/4818/3566/10077/3662/3394/958,9
GO:0060142,regulation of syncytium formation by plasma membrane fusion,9/1943,29/18986,0.3103448275862069,3.032530569506806,3.6984517656247973,0.001807479516168765,0.046916334917375256,0.04304791046157633,7305/4283/81501/3566/10411/30846/8740/963/130827,9
GO:0001788,antibody-dependent cellular cytotoxicity,5/1943,10/18986,0.5,4.8857436953165205,4.149927353351905,0.0018095360592255535,0.046916334917375256,0.04304791046157633,3500/2214/2213/2212/3133,5
GO:0070922,RISC complex assembly,5/1943,10/18986,0.5,4.8857436953165205,4.149927353351905,0.0018095360592255535,0.046916334917375256,0.04304791046157633,192670/192669/26523/27161/6895,5
GO:2000508,regulation of dendritic cell chemotaxis,5/1943,10/18986,0.5,4.8857436953165205,4.149927353351905,0.0018095360592255535,0.046916334917375256,0.04304791046157633,3965/6366/2621/56833/1236,5
GO:0002819,regulation of adaptive immune response,37/1943,221/18986,0.167420814479638,1.6359503776172966,3.2108037463887764,0.0018458626298550843,0.04764163095336381,0.04371340317046667,56941/7297/8764/3134/84861/7133/3665/5777/920/6778/3659/2213/6556/10865/64581/3122/10859/3718/3575/3133/3566/9173/3824/2302/3726/11006/8741/7128/5788/3554/911/54440/3123/6693/634/958/6363,37
GO:0043549,regulation of kinase activity,67/1943,460/18986,0.14565217391304347,1.4232383808095952,3.102714456837008,0.001927524480327944,0.04893554923142148,0.04490063312516196,51527/100310812/29990/10178/84619/100133941/4296/207/5609/5605/79643/84335/9094/9618/90007/2185/80279/442590/1436/920/7070/972/5159/6895/2268/3937/4485/5606/2621/23533/23624/5155/80725/57732/84630/9479/728/11314/348/2321/56833/11006/9370/1236/84166/7128/5788/4739/3630/894/28984/116/9961/3123/4282/55861/79092/2041/9079/6547/634/3643/6363/2246/7984/3479/11122,67
GO:0002524,hypersensitivity,7/1943,19/18986,0.3684210526315789,3.6000216702332257,3.8284512831331443,0.0019303118122492695,0.04893554923142148,0.04490063312516196,3500/2214/2213/2212/3133/1236/6693,7
GO:0031643,positive regulation of myelination,7/1943,19/18986,0.3684210526315789,3.6000216702332257,3.8284512831331443,0.0019303118122492695,0.04893554923142148,0.04490063312516196,400746/745/26011/5129/11076/7133/3687,7
GO:0140131,positive regulation of lymphocyte chemotaxis,7/1943,19/18986,0.3684210526315789,3.6000216702332257,3.8284512831331443,0.0019303118122492695,0.04893554923142148,0.04490063312516196,6352/2185/6366/6348/6351/4739/8740,7
GO:0032970,regulation of actin filament-based process,59/1943,395/18986,0.14936708860759493,1.459538622904682,3.116290027458864,0.0019455761834794897,0.049104276772420394,0.04505544845952503,440335/2039/10178/8558/116985/23580/114822/11170/9026/2006/653440/5296/10458/50848/22899/6376/10435/2702/10174/11346/374666/2185/57175/1436/6366/5881/59/5159/3059/27237/822/85358/51466/90952/5829/11151/55160/10411/1236/8153/4739/2934/28984/477/684/57580/389/25802/2041/6710/775/5341/5345/9037/6387/91663/7984/1901/11135,59
GO:0002275,myeloid cell activation involved in immune response,20/1943,98/18986,0.20408163265306123,1.9941811001291923,3.3316105800149955,0.0019659821382304768,0.04938721798899,0.04531506013162661,3965/6688/3689/7305/2242/5777/2268/6348/6813/5730/8832/2207/3566/11314/5880/201294/3430/8673/10814/2922,20
GO:0032615,interleukin-12 production,15/1943,65/18986,0.23076923076923078,2.254958628607625,3.4220214183940567,0.0019827617320264217,0.04938721798899,0.04531506013162661,7805/3965/5600/3659/64581/10859/1240/3718/54/1236/3603/3663/3394/958/6363,15
GO:0032655,regulation of interleukin-12 production,15/1943,65/18986,0.23076923076923078,2.254958628607625,3.4220214183940567,0.0019827617320264217,0.04938721798899,0.04531506013162661,7805/3965/5600/3659/64581/10859/1240/3718/54/1236/3603/3663/3394/958/6363,15
