Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
DICER1-AS1,1.7427946511898411,3.677089740598716,11.749752326372588,1.4519412813677598e-26,8.266643668598479e-26,48.44965822100678
KAL1,-2.7295928996225136,5.1489509869172725,-11.748805196554457,1.4632020172850842e-26,8.329148227762418e-26,48.441964942638336
DDX28,-1.5850879810152074,4.398779310724734,-11.74824863573071,1.4698596903389177e-26,8.365431183567882e-26,48.437444259670805
ADAM23,-2.3276699648343118,5.610670013262851,-11.742038713802533,1.5462221946315368e-26,8.798335556829248e-26,48.38700947281154
SOD1,-1.5544288007541485,7.338026438114615,-11.740210363615724,1.5694491565508386e-26,8.928778576664468e-26,48.37216218552215
MED6,-1.3947060167237302,5.982190654456493,-11.734018914356543,1.6507160092296003e-26,9.389303235210852e-26,48.321890460442674
ACSM3,-2.232781499099409,3.700733437485703,-11.728597257200736,1.725313489898281e-26,9.81172202848982e-26,48.27787736137705
LINC00174,1.880447292771755,4.717937807088887,11.728305891172024,1.7294161981075788e-26,9.833156979056804e-26,48.27551226610876
POLR1C,-1.2903913081889034,5.998294640519086,-11.724939905074717,1.7775229845042134e-26,1.010473488356512e-25,48.24819128423654
BUB1,-2.6874847009834633,6.59902742706213,-11.721798977427099,1.8236146931672034e-26,1.0364755112639739e-25,48.22269974295394
RANBP3,0.58906601313232,7.191534287588959,11.720626547017059,1.841123084372961e-26,1.0462249354356065e-25,48.213185048644306
C11orf74,-2.5387113773419263,4.428267117522914,-11.717973781266354,1.8813584643837979e-26,1.0688828076411398e-25,48.19165823788358
FUT9,-3.9224729071319016,4.403853421892841,-11.715921403240639,1.9130875220528953e-26,1.0867000623823005e-25,48.175004759796686
TIGD1,-1.642293320909868,4.993297730771086,-11.711405786611236,1.9847864608289236e-26,1.1272103573819592e-25,48.13836789704059
PARP15,3.2410677565364394,3.210581266736138,11.711179280060623,1.9884526080346498e-26,1.129074948718596e-25,48.13653030766114
DNAJB9,-2.011154261915471,5.925986346632427,-11.7100662243055,2.0065663517173243e-26,1.1391408167721633e-25,48.127500569546356
CNTRL,-2.1665609593024717,7.612093018474348,-11.70965006221002,2.0133810633694067e-26,1.142789509610964e-25,48.12412451119795
NAA38,-1.4791307286278461,6.079294195020775,-11.707745056032778,2.0448712984339116e-26,1.1604398604259894e-25,48.10867099212237
SNURF,2.5894084942889144,3.9359038424207355,11.706902758372674,2.0589506561954804e-26,1.1682048555677245e-25,48.101838531134916
IGHV3-21,3.268752508895637,1.4535020484754047,11.70617830830848,2.0711373600281242e-26,1.1748932174521672e-25,48.095962163840944
LINC00354,3.0375487567257857,1.566611855468737,11.705968714867064,2.074676524669656e-26,1.1766744637126997e-25,48.0942620752437
AC127496.1,2.833205808908173,3.128836030112853,11.703375235076205,2.1189713431960847e-26,1.2015655735480625e-25,48.07322637925493
FIP1L1,-0.8673002111976023,7.182602652137979,-11.700591958809454,2.1675561931680808e-26,1.2288793102074651e-25,48.05065322540719
DND1,2.085298886594642,2.9064203618929705,11.699276973249368,2.1908949943432053e-26,1.2418722424193815e-25,48.03998903584488
ZNF227,-0.9313863723487996,6.23432439946022,-11.695077305990644,2.2671215044014074e-26,1.2848329310122623e-25,48.00593389883218
CDC16,-1.0396809480872018,7.260550177576477,-11.693420651287168,2.2979123168000894e-26,1.3020325391424838e-25,47.99250135791074
DUOX2,2.8465090984482986,2.9203000139168833,11.691524504654607,2.3336659106550876e-26,1.3220369852425565e-25,47.97712785431479
RAB33A,-2.2618865556828913,2.4785948662213215,-11.691374013386161,2.3365271848099112e-26,1.323403610670144e-25,47.975907747949954
FZD7,-2.263401752725058,4.101203496459896,-11.688046769772622,2.4006881246587555e-26,1.359483031176811e-25,47.94893369143424
KCNE3,2.366759281885343,1.9162021159430784,11.68751525053131,2.411099013595051e-26,1.365116382173914e-25,47.944624922477225
OR2D3,-1.6459179912604465,0.8811463823666572,-11.68613606693411,2.438323363599041e-26,1.3802651897516e-25,47.93344489932834
SRPRB,-1.2024544071843812,6.465689748815221,-11.685595466277075,2.4490778748235604e-26,1.3860868655725357e-25,47.929062786817234
UBP1,-0.77635718406153,7.62007532082221,-11.68454679539853,2.470074658159069e-26,1.3977019385256722e-25,47.920562475192895
CNOT8,-1.3624253357384921,6.652804575547912,-11.682041086566459,2.520973607898108e-26,1.426229570801077e-25,47.900252895882986
IQCJ-SCHIP1,-2.1695031741141717,3.360264963811852,-11.680694841237463,2.5487502159521323e-26,1.4416674043838224e-25,47.88934183232706
GPR160,-1.9145338763293496,4.4309757639945575,-11.679504494191594,2.573564059282981e-26,1.455423787295637e-25,47.87969469654346
SAMD13,-1.977351421715869,2.6280145110930486,-11.677149083923808,2.623376086338348e-26,1.483309367114324e-25,47.86060644858629
C16orf13,2.408123208561434,4.041032931657681,11.675635065743002,2.655900285744447e-26,1.5014112430303362e-25,47.8483376232426
WDR83OS,3.00055906581187,3.2147165129614574,11.673370192754021,2.705305713882758e-26,1.529047502894509e-25,47.829985396486364
SENP2,-0.9046927791605146,7.108784617635831,-11.673214376346063,2.7087381214136634e-26,1.5306940494037994e-25,47.82872286908198
C9orf3,1.7539241676339756,6.368609431477634,11.671010369068131,2.757756393150589e-26,1.5580953665479593e-25,47.810865240393966
SLC31A1,-1.0726889441402556,6.830031800124336,-11.66956759328484,2.790321987777789e-26,1.576192422335256e-25,47.79917607395639
TMEM8A,1.9070533959708782,5.232917391906215,11.669209188626857,2.7984709350765915e-26,1.5804927516665325e-25,47.79627241594398
ZNF830,-1.436919121643216,5.641656344851468,-11.667899592138356,2.828448943502984e-26,1.5971174737293906e-25,47.78566285550465
NDUFA4L2,2.0904386096327316,5.4966433427664185,11.665485438188858,2.8845522274366624e-26,1.6284849524523217e-25,47.76610603691004
RRP15,-1.6517462813826813,6.144738512879293,-11.662644220785374,2.952001664970433e-26,1.666244707734891e-25,47.7430916141075
GPR155,-2.1701119234657806,5.167723902410791,-11.662420067927593,2.9573893527756707e-26,1.6689662233763311e-25,47.74127602342994
TECPR1,1.0636511347159536,6.156077525376066,11.660834791424923,2.995773313760842e-26,1.6903041734542273e-25,47.72843600284082
EFNA4,-1.725058375665786,2.533165600782647,-11.659969438097379,3.0169348847377406e-26,1.7019184335429264e-25,47.72142731689239
GTF2A1,-1.8444789145404017,7.107682113943336,-11.659519124189604,3.028005810254552e-26,1.7078369866484495e-25,47.717780205236025
LRRC37B,-1.4055051294830196,6.421416527034701,-11.658447283639056,3.0545199706077687e-26,1.72246180668492e-25,47.70909954082324
GGT5,2.7438484381012485,2.8928561696774118,11.65283095606093,3.1972785190426836e-26,1.8026193922336462e-25,47.663618832391144
TMEM211,-2.317733917121455,1.9990391329945763,-11.652522827516284,3.205300208534801e-26,1.8067964712775234e-25,47.66112386897682
KIF20A,-2.6448810169400345,6.110014243748363,-11.650966829541183,3.246115657041416e-26,1.829453941602714e-25,47.64852510668826
CEP57L1,-1.891492922823816,6.127193356093336,-11.649957290114088,3.2728734091122614e-26,1.8441815935404928e-25,47.640351312473555
AIMP2,-1.6862213221828344,5.991738028145521,-11.649748596553765,3.2784321558100077e-26,1.8469607946767597e-25,47.63866164709707
GALNT7,-1.8445931133178433,6.613222606665648,-11.64576552488599,3.38634592896161e-26,1.9073913704951705e-25,47.606415366559105
YIPF3,0.7547166317461298,6.957242513972741,11.643326298428978,3.4541714760458933e-26,1.9452231000059023e-25,47.58666989965466
BRD7,-1.0085178584814782,7.972381202547153,-11.642405467073491,3.4801266364003975e-26,1.9594654959457623e-25,47.579216212064146
YTHDF1,-0.8456543381924044,7.359377478089307,-11.639934329319905,3.550743923558677e-26,1.9988444073025273e-25,47.55921466440962
MGST3,-1.0270864613204216,6.91507932760254,-11.639370000484472,3.5670698028707485e-26,2.0076514864152834e-25,47.55464718070497
RGL3,2.1858489891617974,5.7595474608881805,11.638530325918135,3.591499849232389e-26,2.0210155956331373e-25,47.547851301681035
C7orf62,-2.274121234376661,1.929548596995517,-11.636312929395244,3.656818367381952e-26,2.0573790513127354e-25,47.52990578564416
UTP23,-1.3867875912944312,6.356116697404332,-11.634473107486166,3.7119117689138177e-26,2.087976929199547e-25,47.51501700620579
DPH1,1.2421210741015964,5.567075428731692,11.633948297351557,3.7277781973449344e-26,2.0965018892774897e-25,47.51077014124712
NACA,-1.2535832466636423,9.183188536327638,-11.630465152337218,3.8348087616698e-26,2.156284514644047e-25,47.48258573802876
DDR2,-2.939749939268213,4.907671312556076,-11.627736816783143,3.9207786350313097e-26,2.204204327600268e-25,47.4605112736713
MITF,-2.3987623687761075,3.954486073671456,-11.623365864329887,4.062526076329675e-26,2.283457221282653e-25,47.42515087836188
CD82,2.418631535564818,4.455015200063557,11.621691962512493,4.118151386886462e-26,2.3142817582310295e-25,47.411610610972275
ENDOV,1.212781069954978,5.3598691714594455,11.619891285322696,4.17883678569027e-26,2.3479376268140814e-25,47.39704569623745
ARG1,-2.4677118404672234,2.3444007552248873,-11.614909903377528,4.3513966208550546e-26,2.4444269012848297e-25,47.356757971057675
TYROBP,3.2092366094792073,2.63719547160522,11.612880623130776,4.4237108572745024e-26,2.4845764866319225e-25,47.34034776433006
ARHGAP18,-1.8987761118460296,5.904874936050912,-11.612837553448117,4.425258565240474e-26,2.4849723383210366e-25,47.33999948424131
GPR22,-1.9646036422790962,2.334876954472672,-11.611581956880942,4.4706162187683004e-26,2.5099645161970724e-25,47.32984640769527
EME1,-2.319488473067004,4.652600361397535,-11.607338920185155,4.6273472700977895e-26,2.597464296834595e-25,47.295539279521655
ZNF254,-1.6325062234507213,6.873072669695705,-11.607177005057267,4.6334353621920464e-26,2.6003865964740856e-25,47.294230209213076
CDC26,-2.3931827823654195,5.216788627583221,-11.606603753381583,4.6550541154292627e-26,2.6115722927868885e-25,47.28959557428849
FANCF,-1.6142064747389706,5.178795853536601,-11.606601533686964,4.65513802062179e-26,2.6115722927868885e-25,47.28957762863659
SLITRK4,-3.1509104662315313,3.3390974584917186,-11.605133252856474,4.710970875879999e-26,2.642392168794107e-25,47.277707253655336
ZCCHC16,-2.174200331278655,1.9406008315782175,-11.603551825953035,4.7718524772792403e-26,2.676031631779899e-25,47.264922798212154
ACVRL1,2.482140503223694,2.96049525233447,11.602710302860654,4.8045681462521647e-26,2.6938659855393696e-25,47.25812009527601
GUCA1B,-1.6649088536298091,2.891450642194841,-11.60243739062392,4.815225982122911e-26,2.699328335785616e-25,47.25591396903496
USP25,-2.047651692037926,6.7464697681885575,-11.600838120408731,4.8781560715060573e-26,2.7340859152865035e-25,47.24298643881589
HOXA2,-2.212831416324012,2.842374810672317,-11.600597405755321,4.8876986776021347e-26,2.738913604151084e-25,47.24104070765532
MRFAP1L1,-1.303837118154723,7.0793965724408885,-11.600347308837794,4.897632917307881e-26,2.7439588756205557e-25,47.23901915495486
C1orf159,1.6519854231274085,4.760824911547954,11.599843483276043,4.917706760477178e-26,2.754681987566553e-25,47.234946745553806
MIDN,1.2709136326020634,6.889510100809688,11.597737408738869,5.002509829713844e-26,2.801652589091828e-25,47.217924143610375
EFCAB7,-1.4748473980870909,5.979728596297301,-11.597049005943052,5.0305436467663047e-26,2.8168178015254972e-25,47.21236030591592
WDR92,-1.8006892424143741,4.452684331096307,-11.595891272466046,5.0780433039623415e-26,2.8428749457674474e-25,47.20300351445069
GLDC,-2.707023624659202,4.135113476092286,-11.595487346674432,5.0947205295004154e-26,2.8516699436149943e-25,47.19973907551907
ACOT11,1.7356570159135707,5.061561288349503,11.595246194856525,5.1047031633127655e-26,2.8567151472593702e-25,47.19779016097677
DYRK2,-1.8396511225984429,7.260062473500482,-11.594153368317476,5.150186161212606e-26,2.8816215262613177e-25,47.18895847228158
CLK3,0.7037975124151643,6.9743788220372664,11.593660278717554,5.170840281969979e-26,2.892628887149088e-25,47.1849736699392
GABRR2,-1.7495765166001622,2.04694458329591,-11.591957024670922,5.242821481027184e-26,2.932339595563696e-25,47.17120968046201
LSM3,-1.9354945487159423,6.038745612693344,-11.588867471546413,5.375945476344264e-26,3.0062262630520726e-25,47.146245026349504
MITD1,-1.298592302642085,5.71096140407879,-11.583949475081965,5.594832950829054e-26,3.1280347093379737e-25,47.10651127746267
ROPN1L,-1.7748837266158866,1.8092715267628092,-11.581408535769478,5.711378657244292e-26,3.192589195946511e-25,47.085984960718946
CPEB2,-1.9257229794636435,5.62030404865008,-11.581023735865582,5.729237924366889e-26,3.2019651800618057e-25,47.08287660826044
KDM5A,-1.8984427077432544,7.963027312109177,-11.578890560232633,5.82925607908399e-26,3.2572459906648055e-25,47.065645886683
SATB2,-2.8860478367118656,6.197250059502432,-11.578568774891465,5.844493829587087e-26,3.2651416067852364e-25,47.06304677398134
BTBD7,-1.4994781459066338,7.26063466407709,-11.577312576063393,5.904360271251667e-26,3.297962204561773e-25,47.052900521416824
UQCRFS1,-2.012357669558167,7.009076886533439,-11.576268478202595,5.95458315572239e-26,3.325384845877094e-25,47.044467724926314
ZNF781,-2.3914164840674372,3.367339962594917,-11.575335618660748,5.99981506996222e-26,3.3500103802567464e-25,47.036933611265624
NAPA,0.9945432357773458,6.78650457487917,11.575154698098746,6.008626972819757e-26,3.354295243054332e-25,47.035472458363884
LAP3,-1.533507543985582,6.301405028736866,-11.566794278721957,6.430203031239734e-26,3.588959022415347e-25,46.96796168685605
ZNF274,-1.2201679603042614,6.044260338279392,-11.566306199738664,6.455705168828777e-26,3.6025107719523224e-25,46.964021016796174
SLC9A2,-2.545096075149746,2.7337690888633475,-11.56619370217365,6.461597439354509e-26,3.605116466873775e-25,46.963112739055006
TMEM229B,1.941263545538364,3.6798681177123305,11.56583742569747,6.48029345261927e-26,3.614863411100638e-25,46.960236273033146
FOS,2.3775261608117844,5.901586035699785,11.565460711864349,6.500120543742642e-26,3.625237490542505e-25,46.95719483988393
FAM19A4,-2.316640667671833,2.175330857011143,-11.565143672031525,6.51685370297525e-26,3.6338824289278103e-25,46.95463522025145
BBIP1,-1.4174775759922982,5.753782487723214,-11.563682571043568,6.594525836464979e-26,3.676498036778065e-25,46.942839383591874
MYLK4,-2.2043874756959925,3.1288994263850523,-11.563300256077445,6.615001445918162e-26,3.6872160640407136e-25,46.93975295491656
ALKBH3,-1.6975491272880667,5.29862004336375,-11.562863674500319,6.638460856500742e-26,3.69959290189978e-25,46.936228480827495
C14orf178,-1.4314274689054722,1.668103792370052,-11.560119280158077,6.787838336273048e-26,3.782125533768016e-25,46.9140744883427
PTGFRN,-1.7928252938677942,6.585063650975029,-11.558113293357431,6.899137646005375e-26,3.843414152340976e-25,46.89788256063212
IGHV5-51,3.2886835910621643,1.5744490030985396,11.556246617303081,7.004339412926708e-26,3.9012833975532266e-25,46.88281611223522
DBH-AS1,3.371322266296827,3.793173458717839,11.555621524940266,7.03992412506948e-26,3.9203627338718043e-25,46.8777710358564
ALKBH1,-1.5446891475791915,5.253725153447815,-11.554861742578225,7.083418862500624e-26,3.943838932679526e-25,46.871639030264866
ITGAV,-2.024913693138135,7.545286800719556,-11.554717964034385,7.091679718745745e-26,3.9476927830125246e-25,46.87047864889358
SKA2,-1.0994182799377525,7.128339702995484,-11.552912804629848,7.196216027024574e-26,4.0051282743574e-25,46.85591038363915
GIMAP8,2.3510701539588075,2.0969968311827007,11.551651892332886,7.270144141050462e-26,4.045509992871058e-25,46.845734912548096
ADAMTS6,-2.594771219937822,4.605449138206109,-11.550641954622773,7.32990261452452e-26,4.0779931869937227e-25,46.837585102981336
CBWD6,-2.1822328997355886,6.87489632600338,-11.54909848311454,7.42217698643467e-26,4.1285509384354815e-25,46.825130421553666
COX11,-0.8790806134491334,7.067518762592571,-11.542319933161538,7.841315027860844e-26,4.360871690933136e-25,46.77044025214674
ZNF542,-2.173039290667606,5.624417379886538,-11.540815927150954,7.937461643025301e-26,4.413510122558071e-25,46.758307460592064
FAM212B,2.454528111962892,4.127910354303379,11.539305951525956,8.035170958439543e-26,4.466997454756858e-25,46.74612713847553
USP3,-1.33813610826751,7.103277721518823,-11.53878471370312,8.069177218065862e-26,4.4850568168514275e-25,46.74192268349112
MTRNR2L8,-2.470836335130933,5.481771841692822,-11.53593457412347,8.257674733213831e-26,4.588963408291743e-25,46.718933956641294
SNX27,-1.32053132279,7.156821173805522,-11.535109823437166,8.313034242008922e-26,4.618857189759989e-25,46.712282079465034
EID2,-2.254316843131872,5.1678005758844705,-11.534740369443774,8.337952722068799e-26,4.631829361208032e-25,46.70930237603369
KLHL22,1.0899532886491508,5.991424659658922,11.534159319807294,8.377293227043504e-26,4.652806737499426e-25,46.70461619721593
AFG3L2,-0.7958226391291623,7.244525025386097,-11.533863549827919,8.397389552404654e-26,4.663089873694511e-25,46.70223084120101
AC016831.7,2.8389877524044644,3.778561422093306,11.533781085820872,8.403001189121582e-26,4.665327270367106e-25,46.701565781331965
CNOT6L,-1.5845736416534724,7.2002793224435315,-11.533619363457586,8.414017166000265e-26,4.6705637369771005e-25,46.70026152013063
HPCAL1,1.307829281186006,6.117785730508968,11.533163984628315,8.44511335026823e-26,4.686942520317351e-25,46.696589012120015
C9orf64,-2.0746947666007576,5.021778520812603,-11.530376648823419,8.637960505150474e-26,4.793068203507268e-25,46.67411114331512
TEX9,-1.653564442698105,5.887167128322243,-11.529755444301252,8.68153384675713e-26,4.81633984449091e-25,46.66910186537095
RAB3GAP1,-0.9696607797937071,7.295051787049223,-11.528505068964474,8.769904174326138e-26,4.864450516713243e-25,46.659019393651526
DDX31,-0.8982250522951944,5.964803542345141,-11.528125175087709,8.796930209379124e-26,4.8785233164542125e-25,46.655956183514036
WARS2,-1.1491990964481538,5.26283405608473,-11.52737096936423,8.850831212497061e-26,4.9074921003503075e-25,46.649874891050594
ATXN3,-1.5440480909045111,6.475154709327698,-11.523534592690334,9.130140451010069e-26,5.061407872061449e-25,46.618943947597394
ZNF582,-2.1709747727042643,3.0415982082104556,-11.523472479471312,9.13473410833715e-26,5.063002373526744e-25,46.618443190681646
TAF6,0.8211954463562217,6.736851391751971,11.523287659562303,9.148416304240435e-26,5.069632726791584e-25,46.61695317845254
ABHD6,-1.9273015821236879,4.773041147489621,-11.523146276208404,9.158896673847805e-26,5.074486616081698e-25,46.615813356722
SOX13,1.6316571027148572,6.172678229805991,11.5217053312802,9.266394384748638e-26,5.133081038270849e-25,46.604196884569355
LSM6,-1.93673120904996,4.807979748176503,-11.520198176949389,9.380176117429127e-26,5.195133798946611e-25,46.592047265959096
IGHD,3.3102610821669836,2.0319018167779146,11.51922201324873,9.45461237783703e-26,5.23537617413624e-25,46.58417845568154
FAM111B,-3.1332828447918275,6.494166119281331,-11.518232763650092,9.530646646729179e-26,5.276488146332825e-25,46.57620442949935
PRRC1,-0.7525305245684182,7.183568192575634,-11.515331548016672,9.757165489758781e-26,5.400882384595918e-25,46.55282021530514
FAM216A,-1.306607504647653,5.5512394454912295,-11.51526725803668,9.76224532925973e-26,5.402679830146538e-25,46.55230205523115
C12orf45,-2.1773241348497465,5.648577268723219,-11.514780135467442,9.800820748115934e-26,5.423010444354464e-25,46.5483760145661
MTHFD2,-1.6805201709942263,7.7466572857977996,-11.514340962383885,9.835729138169873e-26,5.441304761163183e-25,46.544836486616916
FAM27B,-2.210237210746443,3.2399824909152803,-11.513171820528296,9.929265067463352e-26,5.492019952230527e-25,46.535414014987744
CLMP,-2.8196554658528754,4.122210315484371,-11.512915038442058,9.949926995478812e-26,5.502416014888592e-25,46.533344580365814
XPO5,-1.1775921098887663,7.582605131422695,-11.512020305731536,1.0022256622814034e-25,5.541375609474503e-25,46.52613397534389
METTL23,-2.020190774285393,5.455313231025908,-11.508396199744825,1.0320622317480852e-25,5.705274077285824e-25,46.49692976049975
SNORD15B,3.9896473415228297,4.93700260645941,11.50475320339076,1.0629457900222501e-25,5.874897794459309e-25,46.46757699200769
PPFIBP1,-1.7719061284198236,6.971247619282257,-11.504718224483895,1.063246741630307e-25,5.875459641987457e-25,46.46729517379301
P2RX4,1.1869691457697629,5.732105559943047,11.504666917506581,1.0636883302608237e-25,5.87679828793466e-25,46.46688180412114
DHRS1,1.0288192179522038,5.428786944494325,11.503715025960432,1.0719142743864886e-25,5.921136354354144e-25,46.45921274395873
SCAF4,-1.51031931615917,7.718752577879857,-11.503457968987671,1.0741465228035944e-25,5.932355496210709e-25,46.45714176819025
IGHV2-5,3.3139156765272477,1.4855199969710349,11.5031087574347,1.077186447624024e-25,5.948030279528723e-25,46.45432837977661
ZNF605,-1.548122255945195,6.483353542485281,-11.501660624560277,1.0898843054386955e-25,6.017018578396663e-25,46.442662001587635
TEFM,-1.4882577998815947,5.389884725198529,-11.500464046745709,1.100488812626005e-25,6.0744262656856865e-25,46.433022628646825
ATP2C1,-1.1136395241420285,8.276490408460253,-11.498615189940327,1.1170764461171927e-25,6.164831656304934e-25,46.41812941903547
DONSON,-1.517996293168074,6.981339264482519,-11.495667646981364,1.1440377095996334e-25,6.312441646398426e-25,46.394387860585965
PCDHGB5,3.6631256793343168,6.185465374493357,11.495236538290724,1.1480350257887973e-25,6.333312237140632e-25,46.390915614274896
LRRC16A,-2.306691634962799,7.385529985989358,-11.495009610854213,1.1501447218401973e-25,6.343763619190057e-25,46.38908791045693
RPS18,-1.612733745935075,9.290336901351738,-11.494559140289354,1.1543440968146796e-25,6.365734814476911e-25,46.38545980293864
GUK1,0.8943126878947396,7.1103871493420945,11.493445222071845,1.1647939397963457e-25,6.4221601157912975e-25,46.37648850456615
RPN1,-1.2501900302853746,8.527144446724572,-11.491693137033355,1.181421474286897e-25,6.512619013360511e-25,46.362378223410055
ZSCAN21,-1.4385107623925717,5.355270863976931,-11.491393320576664,1.1842903670317172e-25,6.527213368940374e-25,46.35996376043194
ZNF507,-1.4681945081177203,6.864287693321843,-11.489760174743482,1.2000399220325784e-25,6.612780736718214e-25,46.34681225297298
C12orf23,-1.6093182998381712,7.037683822385591,-11.489263327581936,1.2048726162090545e-25,6.638170360392288e-25,46.34281135585784
ZSWIM2,-1.7036160657364974,1.316164949174403,-11.488370943709434,1.213601304235145e-25,6.68501122013384e-25,46.335625543932366
ACBD6,-1.0641392197670516,6.514573889813958,-11.487146400342215,1.2256815335795346e-25,6.750292787494538e-25,46.325765419502154
ZFP28,-1.9613626357900777,5.227965569348683,-11.486888101370738,1.228244929669834e-25,6.763146950242133e-25,46.323685628204515
COPS8,-1.072495332303339,6.769971090439076,-11.486325815765992,1.233843608959886e-25,6.792706523948907e-25,46.31915823852946
FLT4,2.391049447042686,3.2519867821422865,11.481896136385238,1.278847963895661e-25,7.039155493578786e-25,46.28349459922032
FAM217A,-1.6918410117439284,1.5747624188839549,-11.480573298606762,1.2926019408323411e-25,7.113533286854255e-25,46.272845407060125
N6AMT1,-1.431687188439816,5.071425860718423,-11.4795236212505,1.3036205220407845e-25,7.172227747285655e-25,46.26439557577348
SCAF1,1.090088431603407,6.938560543980847,11.479510970024164,1.3037538922595511e-25,7.172227747285655e-25,46.26429373613866
ERMP1,-1.1897769089757193,6.798557426970554,-11.477493493413775,1.3251970854652323e-25,7.288831208320992e-25,46.248054057848925
TPPP,1.92929453796667,5.222549865117923,11.474886489475251,1.3534271514244704e-25,7.442713271991199e-25,46.22707066335586
PQLC1,1.9826841833993674,4.8425497065454275,11.470112006271977,1.406689548630243e-25,7.734169075562886e-25,46.188646471105315
STK4,-1.2288233408874545,7.157977101394716,-11.470007335864487,1.4078803003654787e-25,7.739272633800983e-25,46.18780417370435
DSN1,-1.4855560909046708,6.00220014482016,-11.467983131819297,1.4311064794323994e-25,7.865482871019122e-25,46.171515723883935
FAM19A1,-2.4493751544415385,2.613769160703134,-11.467429806909388,1.4375215992192621e-25,7.899268269633376e-25,46.16706340548745
PICK1,0.9715631917647594,5.806305837634345,11.467086592460525,1.4415151295286531e-25,7.919736774810701e-25,46.164301780015244
GUCY1A2,-2.511959439215194,4.737563182911021,-11.465432513057278,1.4609169234370136e-25,8.024835442490515e-25,46.150992931748895
ACER2,-1.715953788048847,4.566033614108112,-11.46401187892004,1.4777879291579562e-25,8.115995890369916e-25,46.13956301366592
HACE1,-1.8308107219409293,6.556522337026833,-11.462206604347637,1.4995070090170407e-25,8.233742993635943e-25,46.1250392312431
GNAT2,-1.869544293678247,2.121556556108552,-11.459108021745072,1.5375293273520718e-25,8.440950111669727e-25,46.10011266645718
WDR5B,-1.3455842120754982,5.1633292365256125,-11.458275168597192,1.547911866632201e-25,8.496367480950274e-25,46.09341323400682
WNT2B,-1.863536456027529,3.8029220373300294,-11.4581182622177,1.5498756992267954e-25,8.505563195998727e-25,46.092151108090775
ISG20,1.9964041101364818,4.388385767888098,11.458013274918187,1.5511911004331017e-25,8.511197623649408e-25,46.091306613516295
RPS6KA5,-2.3132292839964457,5.715275724117052,-11.454918740237542,1.5904663137184085e-25,8.725072086850094e-25,46.066416251945626
SPEN,-2.444372777142479,8.864131735664785,-11.45432037724008,1.5981740959675147e-25,8.76572474850573e-25,46.06160373154403
OR51F1,-2.347803676194832,1.667432189477428,-11.452431423537616,1.6227514650965697e-25,8.898872013116067e-25,46.046411894195224
HAUS8,-1.527257208910874,5.052941804455405,-11.451687657944422,1.6325316283044917e-25,8.950839675291933e-25,46.04043046319551
CCNG2,-1.156387382399954,6.632307373380725,-11.4509452708909,1.6423521978286139e-25,9.003009509889431e-25,46.03446027359344
ZDBF2,-2.594259455920594,6.852880790129368,-11.449884736894006,1.6564834651860084e-25,9.078785840704353e-25,46.025931852361744
RRM2,-3.0300118696249703,7.509796339577596,-11.444766053187788,1.7264093401338873e-25,9.460273932432552e-25,45.984773744083355
ERVMER34-1,-2.3995471697151665,2.317536227615841,-11.442055140102585,1.7646256105424086e-25,9.66789214354223e-25,45.96297892927864
VAMP1,1.125501284370921,5.423333552188347,11.439152580649457,1.8064778157823453e-25,9.89534977463384e-25,45.93964563824507
LRIF1,-1.6302719997199042,5.97627968477167,-11.435027242143821,1.867667589809371e-25,1.0228628685708726e-24,45.90648667532157
CAMK2D,-1.3474443666536424,6.857711209088328,-11.42857356961677,1.9675582631873604e-25,1.077369709454431e-24,45.85462248470054
LRRC17,-2.6347453242963006,3.821241659803153,-11.428150450455556,1.9742901513086358e-25,1.0808551151481874e-24,45.85122254760317
RHOBTB3,-1.4385604580104978,7.640322352534765,-11.427884761089206,1.9785290260367348e-25,1.082974641971574e-24,45.84908764974687
KIAA0825,-2.1527378858992643,4.096809542246361,-11.427078349522526,1.9914502957418915e-25,1.0898449260955393e-24,45.84260800065875
MAN2B1,0.9538434996316241,6.441846294239751,11.426824745048302,1.9955311858754327e-25,1.0918110927380163e-24,45.8405702851469
TSC22D3,1.5865213534398248,6.186702145900725,11.426809068568748,1.9957837179082017e-25,1.0918110927380163e-24,45.84044432501027
AFAP1-AS1,3.987830520393537,4.360170955205939,11.426590549553264,1.999307150768015e-25,1.093535697806899e-24,45.8386885372047
LRRC45,1.467297633467429,5.216307607016383,11.426237796986834,2.0050080603497671e-25,1.0964504289959465e-24,45.83585421897478
RPSA,-1.8297404339653216,9.131834984904446,-11.426188117865829,2.00581223456456e-25,1.0966867671958049e-24,45.83545505691428
CARHSP1,1.1268021753780326,6.723002712409133,11.4243261518741,2.036185296109802e-25,1.1130869407493615e-24,45.820495026169155
SORBS3,1.5594072923008868,6.002887582932417,11.422476282671985,2.0668145239116392e-25,1.1296210415172235e-24,45.805633158721854
OXCT2,-1.9321214014877361,2.5487785253151136,-11.421042767680332,2.090865117499787e-25,1.142554115458966e-24,45.794116951133866
NRBP2,1.2894910733988483,6.088991847270552,11.41844186060303,2.1352151814872074e-25,1.1665729941702068e-24,45.77322393185808
RAB11B,0.75137818715171,7.121815927611975,11.417342040764865,2.1542497094282837e-25,1.1767544132602414e-24,45.76438968397497
