Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
IGHV3-54,9.691805418863379e-4,0.06263922365299977,0.05562231972856077,0.9556789417772054,0.999994742593243,-8.698782500862984
MYL10,-0.0023259097776453658,0.15453626998150777,-0.05559838587970435,0.9556979930709275,0.999994742593243,-8.69878383580097
LRRC3C,0.003344589790051783,0.19027679012730958,0.05558381088783218,0.95570959474649,0.999994742593243,-8.698784648456472
IGKV1D-33,-0.001928864409305786,0.25139382858340337,-0.055577761854770126,0.9557144097721191,0.999994742593243,-8.698784985668915
AC012593.1,-0.0016671813251542822,0.31200856172473024,-0.055562580917644586,0.9557264937934573,0.999994742593243,-8.698785831791387
RPL7AP4,0.004644799624057061,0.713459631637852,0.055556647886096676,0.9557312164875458,0.999994742593243,-8.698786162411125
RN7SL284P,0.003007841431575342,0.7049447446456,0.05553513811618659,0.9557483382810268,0.999994742593243,-8.698787360752723
AC063944.1,0.0021342041044581928,0.8119968199388686,0.05553046690512935,0.9557520565713526,0.999994742593243,-8.698787620931581
MIR1260A,0.0036619451819636384,0.32472046935209536,0.05551744196513807,0.9557624244463303,0.999994742593243,-8.698788346283962
RNASE8,-0.003270618008898052,0.3077709815706919,-0.05549769166013315,0.9557781457379522,0.999994742593243,-8.698789445843941
SLC9B1P1,0.004099452063739739,0.57739472152911675,0.05547712965932991,0.9557945131598051,0.999994742593243,-8.698790590177786
OR7E25P,-0.001680593987350626,0.14887863100642693,-0.05545016506890519,0.9558159770929355,0.999994742593243,-8.698792090191352
SNORA8,-0.004538937874041943,0.49517383898682604,-0.05544938629335908,0.95581659700219,0.999994742593243,-8.698792133503018
RN7SL762P,0.00365314177189488,0.4441347637237676,0.05544843830726882,0.9558173516039256,0.999994742593243,-8.698792186224567
C10orf40,0.0050336571172763245,0.8300575406985051,0.055448171512407524,0.9558175639739953,0.999994742593243,-8.698792201061995
CLEC9A,-0.005355019032387831,0.5467041971904614,-0.05543259475064229,0.9558299631612397,0.999994742593243,-8.698793067218404
AC002511.2,-0.0035539890519088457,0.8544756292284699,-0.05541097564335297,0.9558471721062447,0.999994742593243,-8.698794268960308
INHBC,-0.006165106313751445,1.1220453838925775,-0.05540316500759427,0.9558533894263861,0.999994742593243,-8.698794703015054
AC007952.6,-0.0046942235720460745,1.719745350553779,-0.055397866447471966,0.955857607118465,0.999994742593243,-8.698794997433243
DLGAP4,-0.006214448051180099,7.796400749555009,-0.05539278065817333,0.9558616554446018,0.999994742593243,-8.698795280002134
SNORA32,0.0023175946703623135,0.21045326701909606,0.05534977920073851,0.9558958849705179,0.999994742593243,-8.698797668147105
ZP1,-0.008839381326482987,1.652870868833475,-0.05532844221528236,0.9559128694227913,0.999994742593243,-8.698798852437431
OR5AN2P,-8.221072805437157e-4,0.08595691417205673,-0.055299544494166644,0.9559358723277884,0.999994742593243,-8.698800455651654
FUNDC2P2,-0.002314183224701838,0.3463119219372053,-0.05528104430118058,0.9559505987049842,0.999994742593243,-8.698801481582539
IGHEP1,-0.0020541764224814435,0.16529799798647726,-0.0552742760330441,0.9559559863319922,0.999994742593243,-8.698801856832077
RNA5SP283,0.005359739476159697,0.9436384415524172,0.05526368858163566,0.9559644140812263,0.999994742593243,-8.698802443734449
RNU6-856P,0.0048464668093439744,0.6750145611188859,0.05523553301244023,0.9559868263051314,0.999994742593243,-8.69880400395683
AKR1D1,-0.006156168734988143,0.694292166564432,-0.055216332606173264,0.9560021101150946,0.999994742593243,-8.698805067478725
MTND5P5,0.0028931092833353877,0.25411206800815783,0.05520141274687375,0.956013986557007,0.999994742593243,-8.698805893643296
RPS6P21,-0.0019216128632812274,0.1614953635276213,-0.055141890710308214,0.956061367128926,0.999994742593243,-8.69880918736383
SSX7,-0.005648991391609015,0.5143030420528658,-0.05513855011167484,0.9560640263079166,0.999994742593243,-8.698809372114361
AC073987.1,-0.0018304310486141617,0.2984514667872561,-0.05513217381538261,0.9560691019603837,0.999994742593243,-8.698809724721976
RNU6-123P,0.003724374787291207,0.637610160498591,0.05512276355589927,0.956076592708214,0.999994742593243,-8.698810245032545
ARPC4-TTLL3,0.004181907519119843,1.0398536868958492,0.05509311740036395,0.9561001916446134,0.999994742593243,-8.698811883642326
ALG1L3P,0.004546974286123051,0.7672651826147315,0.05505104141674628,0.9561336850406845,0.999994742593243,-8.698814207763366
AC012462.1,-0.0016464553003455035,0.241178970977647,-0.055048101396779243,0.9561360253632911,0.999994742593243,-8.698814370092798
AC062032.1,-0.0018445184967758044,0.2937914463447663,-0.05502416969334904,0.9561550755563964,0.999994742593243,-8.698815691128436
GAS2L2,-0.006975432946140447,0.903562183123552,-0.0550214877236151,0.9561572104683145,0.999994742593243,-8.698815839137968
RNU6-207P,0.003124817521080292,0.39025677198320086,0.054954333381042525,0.9562106670307515,0.999994742593243,-8.69881954282536
RPL32P35,0.0036262674957686647,0.3669783466603336,0.054940761682248845,0.9562214704717673,0.999994742593243,-8.698820290780493
CAMTA1-IT1,0.005077012238378198,1.502420515729752,0.05489752040709569,0.9562558917556456,0.999994742593243,-8.698822672635057
AL023913.1,-0.001639196005494864,0.3384483833925781,-0.05487555906391202,0.956273373640324,0.999994742593243,-8.698823881611325
MSANTD2P1,-0.002933762385889771,0.34326480433635603,-0.054866301470282736,0.956280742967508,0.999994742593243,-8.698824391098725
KRTAP10-6,0.004372863802334648,0.3436438504602599,0.054848769170881134,0.9562946992234215,0.999994742593243,-8.698825355745232
IGLV3-17,2.6736385729860326e-4,0.033763009914378445,0.05478885882868397,0.9563423898217577,0.999994742593243,-8.698828649751817
CA5AP1,0.0034510066741759715,0.4014750724903163,0.05475880563483016,0.9563663132094173,0.999994742593243,-8.6988303007887815
GAPDHP15,0.004291567846479494,0.36714624940152407,0.05472747958517275,0.9563912498766135,0.999994742593243,-8.69883202078857
LINC00269,0.004725613070913237,0.507587218487598,0.0547159707135613,0.9564004113649545,0.999994742593243,-8.698832652451758
TRAJ34,-0.0025301280024892236,0.27347225006538567,-0.05468229749872725,0.9564272165251858,0.999994742593243,-8.698834499839606
CEACAM8,0.0065292065759398055,0.8292813187525709,0.05464995459253252,0.956452962755746,0.999994742593243,-8.698836273172985
AC096554.1,-0.0016849435366226295,0.34922414587467715,-0.054648416273052974,0.9564541873199379,0.999994742593243,-8.698836357491572
MIR4511,-9.811756880986969e-4,0.0770302300367318,-0.05461627153919622,0.9564797758448855,0.999994742593243,-8.698838118870233
OR6K2,0.0027960130972290026,0.23373988698933354,0.05461188916173981,0.9564832644003551,0.999994742593243,-8.698838358923386
AC012507.3,0.002826452008428515,0.5038957261731254,0.05457333461708394,0.9565139554640861,0.999994742593243,-8.698840469992803
MIR4637,-0.002235783708417635,0.23414990851849632,-0.054515261526152214,0.9565601842463178,0.999994742593243,-8.69884364699397
AL096869.1,-0.003302029536014328,1.1605871408214732,-0.05450884228998966,0.9565652942549194,0.999994742593243,-8.698843997963124
OR4P4,0.0024031941419829506,0.11088254092074332,0.0544995001220524,0.9565727310554797,0.999994742593243,-8.69884450866854
TMEM190,0.009265442699907811,1.5823037570813216,0.05443924761359885,0.9566206949482188,0.999994742593243,-8.698847800371212
RNU6-998P,0.0035816342506114207,0.5606957996611042,0.054433469977765964,0.9566252942323372,0.999994742593243,-8.69884811582253
PROK1,-0.004394525423265211,0.3555920476169841,-0.05442790677102524,0.9566297228216554,0.999994742593243,-8.698848419534626
FAM90A27P,-0.0034348749458579797,0.4908074541251792,-0.05440869201596992,0.9566450187329018,0.999994742593243,-8.698849468286888
OR10V3P,-0.0019234405926517734,0.1351323338592021,-0.054374390089050144,0.9566723248314974,0.999994742593243,-8.698851339584996
OR4C12,0.0014077701561267392,0.10100514229743694,0.054374205305972464,0.9566724719284723,0.999994742593243,-8.698851349662412
MIR4765,-9.117636527095491e-4,0.06626568069021362,-0.05435158385573108,0.956690479794837,0.999994742593243,-8.698852583096965
MLC1,-0.0064813715404866135,0.6690908188576786,-0.054297879967056845,0.9567332310089407,0.999994742593243,-8.698855509245936
OR4N2,-0.00410790504306105,0.4196481196526091,-0.05429296094542056,0.9567371468237583,0.999994742593243,-8.69885577712266
YWHAQP7,0.0036636868502089026,0.45907665457404584,0.05426771515736544,0.9567572438917251,0.999994742593243,-8.69885715155888
OR10G7,-0.0026695654652881956,0.15489954183022187,-0.05426160030126619,0.9567621116654421,0.999994742593243,-8.698857484368924
MIR4762,-0.002832089020875783,0.26088775450236207,-0.054257711226983585,0.9567652075909101,0.999994742593243,-8.698857696018012
LINC00533,-0.0014773985095495254,0.12368854610787265,-0.05417898155240569,0.95682788105373,0.999994742593243,-8.698861977339535
OR10P1,0.0019715686162593282,0.12236659436695138,0.054130364574547035,0.9568665831685061,0.999994742593243,-8.698864618027178
PGBD4P4,0.00229383786518976,0.23321009272761437,0.054115917099339536,0.956878084270097,0.999994742593243,-8.698865402301667
TRDD2,-0.0014117296250746939,0.10093312463276384,-0.05407826287109036,0.9569080594533469,0.999994742593243,-8.698867445360124
RNU6ATAC24P,0.005213374898274392,0.978193208652561,0.054069500579645,0.9569150348086988,0.999994742593243,-8.698867920584176
GAPDHP46,0.004401275549394068,0.5210225766513904,0.054064041663513064,0.9569193804635747,0.999994742593243,-8.698868216610231
AL353803.1,-0.0022964079649347435,0.4671348431429688,-0.0540366311855765,0.9569412010192284,0.999994742593243,-8.698869702573802
MIR3978,-0.002677792966811046,0.22786382178284154,-0.054006075622864316,0.9569655253088603,0.999994742593243,-8.698871358148919
MIR4660,-0.0011974151283044923,0.08243031648168733,-0.053987285754563984,0.9569804833318567,0.999994742593243,-8.69887237576499
TRAJ5,-0.002842289787701485,0.25648942324594776,-0.05398416568264637,0.9569829671244221,0.999994742593243,-8.698872544706607
VN1R35P,-0.001366173095024438,0.10935124043417324,-0.053953814167136974,0.9570071290472497,0.999994742593243,-8.698874187631983
AMZ2P2,-0.005135700314858771,0.8419032013803226,-0.05394124525518021,0.9570171347892512,0.999994742593243,-8.698874867715778
MACC1-AS1,0.004021169424766852,0.3669602170523211,0.053939439066097584,0.9570185726439405,0.999994742593243,-8.698874965432726
CLDN25,4.2561692275575047e-4,0.03478171057605159,0.05390935476330665,0.9570425219046118,0.999994742593243,-8.698876592548388
KIR2DP1,-0.0040863269783184,0.39413714253793924,-0.053906223769266425,0.9570450144024542,0.999994742593243,-8.698876761836654
AC005592.1,0.0033077847350246325,0.6174650059075477,0.05390297707095545,0.9570475990097151,0.999994742593243,-8.69887693737054
OR4A2P,-0.001439718694147829,0.1091910222421179,-0.05385774966679128,0.9570836033498709,0.999994742593243,-8.698879381506464
FAM189A1,0.007740443785344997,2.3230179620392235,0.05385190948606747,0.9570882525696838,0.999994742593243,-8.698879696966308
FAM90A25P,-0.004250639518316057,0.6484796877438201,-0.05382113971383252,0.9571127476295004,0.999994742593243,-8.698881358443854
AC012451.1,-0.0022767451280253925,0.5410354745825945,-0.05378233518529589,0.9571436390194576,0.999994742593243,-8.698883452420793
AC092652.1,-0.004073995303606637,1.235150016292516,-0.05374392380915367,0.9571742174935643,0.999994742593243,-8.698885523695033
AC084125.3,0.00259992582308477,1.2129464976598638,0.05372510250568896,0.9571892007533841,0.999994742593243,-8.698886538064592
IGLV2-8,0.005180088912377423,1.1289297464691084,0.0536907316349856,0.9572165627490675,0.999994742593243,-8.698888389557451
AC007364.1,0.016086422219008467,2.905910505115726,0.053657899310578266,0.9572426999846493,0.999994742593243,-8.698890157065291
WWC2-AS1,0.004550816962917731,0.45381485224859425,0.05364147265984715,0.9572557769695125,0.999994742593243,-8.69889104097811
OR2J1,0.002775713406517874,0.21775312433845914,0.053629703913135346,0.9572651458811605,0.999994742593243,-8.698891674084182
AC114730.2,-0.0022361891527103717,0.43368545386848745,-0.053620345997148794,0.957272595573134,0.999994742593243,-8.698892177399172
C20orf203,0.007547307857643681,1.1037343776588664,0.05357570177873406,0.9573081361955386,0.999994742593243,-8.698894577376938
RPL21P43,0.004379092527402595,0.8037320141122158,0.0535647759513396,0.9573168341031224,0.999994742593243,-8.698895164421543
MIR324,-0.0049056420300716,0.8615804968392198,-0.053546536724190436,0.9573313541235047,0.999994742593243,-8.698896144148401
HEXA-AS1,0.0052031634309521735,1.8462322867264995,0.053489101818783746,0.9573770774255426,0.999994742593243,-8.698899227105963
TVP23CP1,0.004407471228106252,1.053471769757525,0.053427067467045015,0.9574264624549635,0.999994742593243,-8.698902553233339
TRAV5,-0.0025868297735718443,0.18179659053046832,-0.05341998886039192,0.9574320976850539,0.999994742593243,-8.698902932525282
IGBP1-AS1,0.0044213719132978335,1.3418650794402305,0.053417341923929475,0.9574342048935229,0.999994742593243,-8.698903074342779
OR8K4P,-0.0011868668078081762,0.1065714584066991,-0.0534003494502403,0.9574477324956456,0.999994742593243,-8.69890398459768
NREP-AS1,0.002256409142837437,0.18290416193268855,0.05339457245747144,0.9574523315262954,0.999994742593243,-8.698904293994406
MIR1202,-0.001969555616159427,0.1376432388353102,-0.05338241416766172,0.9574620106753926,0.999994742593243,-8.698904945043006
RPL21P17,0.0037448884015495176,0.48388341559918085,0.05334917257340139,0.9574884741618878,0.999994742593243,-8.698906724297466
NAV2-IT1,0.005048622399860259,2.0325264603792865,0.05334133087488442,0.9574947169103363,0.999994742593243,-8.698907143862385
NCAPD2P1,-0.004539427332931667,1.0011920898648397,-0.05332922784700897,0.9575043520931541,0.999994742593243,-8.698907791305873
LINC00499,0.0048561814975265905,0.7464323706086734,0.05330632019938439,0.957522588817201,0.999994742593243,-8.698909016333184
OR5AC4P,-0.0017949737669299276,0.13995490863809518,-0.053270094495269475,0.9575514280600906,0.999994742593243,-8.698910952492986
PLCXD2-AS1,-0.00398019605224087,1.0492170772012528,-0.05326666045260571,0.9575541619005465,0.999994742593243,-8.69891113596444
TAS1R1,-0.0064212476068130075,0.8481897952671408,-0.05319715633936339,0.9576094942144983,0.999994742593243,-8.69891484683507
MTND2P14,0.002146670673768808,0.2326049900025762,0.05319644712349653,0.9576100588232204,0.999994742593243,-8.698914884675581
SPATS1,-0.003955119890132697,0.3100550506069521,-0.05318470378213617,0.9576194077330127,0.999994742593243,-8.698915511173551
AC005281.1,0.0033213663273871097,0.5214443614709621,0.053155867745895764,0.957642364214063,0.999994742593243,-8.698917048966404
RNU6-202P,0.0033873181070959157,0.36194054594363073,0.053121157399204755,0.9576699973034217,0.999994742593243,-8.69891889892339
KCNA10,0.005739433511288472,0.5805147296492114,0.05310407321965252,0.957683598127292,0.999994742593243,-8.698919809014974
MUC7,0.008009562035970808,0.9592855028942204,0.053084920806323474,0.9576988454999286,0.999994742593243,-8.698920828935453
AC018832.1,-0.002556984142610075,0.49115885098382767,-0.05302284870357808,0.9577482616497968,0.999994742593243,-8.698924131923086
CYP2G1P,0.005545240105228499,1.3649244793618722,0.05297362121803975,0.9577874522023535,0.999994742593243,-8.698926748673882
ASCL4,0.002462143813096715,0.18348525345766675,0.05296912486772389,0.9577910318023083,0.999994742593243,-8.698926987562078
AC019117.2,0.00521538907893393,1.1206671974543907,0.052964451335246354,0.9577947524600742,0.999994742593243,-8.698927235842353
RN7SKP234,-0.003971367991453589,0.8555787458264078,-0.05296243325729685,0.9577963590775025,0.999994742593243,-8.698927343045492
RPL26P20,-0.0012200001088646176,0.0943924604913538,-0.0529417157836405,0.9578128525307692,0.999994742593243,-8.698928443350459
RETN,-0.002433000983705816,0.12768075094650655,-0.052936246525447796,0.9578172066821797,0.999994742593243,-8.698928733750936
OR52B3P,0.001293450795943757,0.1379175520332093,0.05284620726340107,0.9578888883545006,0.999994742593243,-8.698933510241162
MIR5687,0.0033722219457491265,0.36929297762741276,0.052843986547602514,0.9578906563055933,0.999994742593243,-8.698933627945076
MRPL2P1,-0.0021285347196343257,0.17101503388607686,-0.05279477529244524,0.9579298343089067,0.999994742593243,-8.698936235005421
CD300LD,0.0022136964550599214,0.1584970252115283,0.05276113485107675,0.9579566161540625,0.999994742593243,-8.698938015774408
RN7SKP4,-0.004037878399852646,0.42598108478882474,-0.052725808313009,0.9579847403867081,0.999994742593243,-8.69893988457576
IGHV4-4,-0.003482394294203217,0.7768452687092611,-0.05268017013415482,0.958021074020804,0.999994742593243,-8.69894229701788
HBM,-0.001717466270975361,0.09807905959359788,-0.05265998555558194,0.9580371434693781,0.999994742593243,-8.69894336331195
MIR4729,0.0023609176507694424,0.19710833061110256,0.05263963276289039,0.9580533468547763,0.999994742593243,-8.698944438078623
RN7SL370P,0.003486079402992809,0.49795604454618303,0.05263256930566678,0.9580589702600865,0.999994742593243,-8.698944810980336
RRP8,0.004798947085988825,6.132092034132562,0.05260160185809816,0.9580836242897519,0.999994742593243,-8.698946445256933
RPS29P20,-0.0012906734442607037,0.08053571388590212,-0.052555848815088714,0.9581200496089657,0.999994742593243,-8.69894885806849
OR6C1,0.0018299621243736061,0.08833799349363322,0.05254693404136971,0.9581271469280769,0.999994742593243,-8.698949327949562
NHS-AS1,0.0048464997616677885,0.7980749057119644,0.05249692998501552,0.9581669567210125,0.999994742593243,-8.698951962092263
MTND1P7,0.002045545483866623,0.3051921499725942,0.05249217479769682,0.9581707424797966,0.999994742593243,-8.698952212458218
HCG22,-0.005130659273340443,0.43443376759321367,-0.052485774396094115,0.9581758380485057,0.999994742593243,-8.698952549410711
SLC35C1,-0.008394149164665965,4.637436215155551,-0.05247526119527673,0.9581842079546925,0.999994742593243,-8.698953102794553
HSPD1P5,-0.015216476751480856,2.714509110284789,-0.05246407066928535,0.9581931171068969,0.999994742593243,-8.69895369170896
JUN,0.007455107135811545,7.838338754801299,0.05246385720097793,0.9581932870562107,0.999994742593243,-8.698953702941788
IGHV3-22,-0.002013254476951984,0.1255389608679953,-0.052445363623270576,0.9582080104239313,0.999994742593243,-8.69895467590853
RNY4P17,0.003691068260032404,0.4960802757875986,0.05243525305528133,0.9582160597978683,0.999994742593243,-8.698955207691169
TRAV10,0.0017528753036264444,0.14120535397909184,0.05242664411381286,0.9582229136782117,0.999994742593243,-8.69895566041244
FAM149B1P1,0.004133189927076453,1.1166735687186895,0.05242621294089306,0.9582232569501821,0.999994742593243,-8.69895568308467
PLA2G2E,-0.001977749491448369,0.1370428544279677,-0.05240326299503611,0.9582415282228431,0.999994742593243,-8.698956889587901
RPSAP57,0.002911104909739337,0.5520321057041272,0.052393496656611326,0.9582493035608264,0.999994742593243,-8.698957402854514
RNU7-57P,-0.003190579847319186,1.4834053983660158,-0.0523849936853263,0.958256073089433,0.999994742593243,-8.698957849647433
BPIFB6,-0.005511251001803497,0.4207003008920732,-0.05235720022226696,0.9582782005101169,0.999994742593243,-8.698959309562959
MIR4761,-0.0011012793886656103,0.1420056082686248,-0.052350122615842265,0.9582838352637966,0.999994742593243,-8.698959681206732
TRAJ51,5.948972917680165e-4,0.05385357880974345,0.05234522724217757,0.9582877326595809,0.999994742593243,-8.698959938232498
MIR493,0.0025210113975093346,0.22967231566431426,0.05231383554941476,0.9583127248207465,0.999994742593243,-8.698961585844648
AP001476.3,-0.0012229640151834864,0.4165536519114371,-0.05230262393726822,0.9583216508360817,0.999994742593243,-8.698962174053445
AC068483.1,-0.0019188166588551825,0.3203231634503045,-0.05227324636361426,0.9583450395288702,0.999994742593243,-8.698963714727686
AC019117.1,-0.003373530160417526,1.1917654038052683,-0.052263843921539405,0.9583525252067344,0.999994742593243,-8.698964207645457
WBP2P1,-0.0036857265930844707,0.6694271359510747,-0.052241326308990144,0.9583704524360135,0.999994742593243,-8.69896538775835
POM121L9P,0.006290164295683187,1.5551010963899838,0.05221912241914223,0.9583881299180211,0.999994742593243,-8.698966550931516
RPS10P14,-0.002089657182947416,0.17557451067760235,-0.05218563276817249,0.9584147925239934,0.999994742593243,-8.698968304385332
PPP1R1AP1,0.00226257595763793,0.1512239544734277,0.0521616866606568,0.958433857117705,0.999994742593243,-8.6989695574678
MIR508,-8.367556760392816e-4,0.06799885173231071,-0.05210185433517922,0.9584814924787022,0.999994742593243,-8.698972685936349
HECW1-IT1,0.004978354955643138,0.5876704628660581,0.052078684350280915,0.9584999392460808,0.999994742593243,-8.698973896467033
SERBP1P2,-0.002130717140205532,0.13243077657563954,-0.052072981879559756,0.9585044792676082,0.999994742593243,-8.698974194313667
RNY4P10,-0.005973994133810279,1.2263963077439615,-0.05203732702251487,0.9585328659093457,0.999994742593243,-8.69897605586873
OR9G1,-0.0017925601348202577,0.12019237131084,-0.05202500194650097,0.9585426785403431,0.999994742593243,-8.698976699069606
MIR3678,-0.00109617014787812,0.07312173434147651,-0.05201650324533976,0.9585494447999329,0.999994742593243,-8.698977142497126
C6orf195,-0.004872176761892555,1.2046098599204749,-0.05200554075598814,0.958558172614332,0.999994742593243,-8.698977714368056
NLGN4Y-AS1,-0.003162029908603675,0.4276267266982643,-0.05194385697702832,0.9586072824083652,0.999994742593243,-8.69898092992652
AC116609.3,-0.002585847561136362,0.4859264984051247,-0.05193891996085597,0.9586112130408991,0.999994742593243,-8.69898118712689
LINC00563,0.001332501234172119,0.11210188992921391,0.05193211315673761,0.9586166323170311,0.999994742593243,-8.698981541696233
IGLV3-27,0.0034443003490485513,0.37974109436184444,0.0519074234899803,0.9586362891529279,0.999994742593243,-8.698982827401533
KRTAP21-4P,0.0033857547287018674,0.3254897418292659,0.051905212643852845,0.9586380493334273,0.999994742593243,-8.698982942500713
GSTA6P,-0.0035553777219481386,0.3083117122939056,-0.05190214243600449,0.9586404937010655,0.999994742593243,-8.698983102331123
PDZD3,-0.006465567796368532,1.5684819384267663,-0.05185407066748636,0.9586787664296547,0.999994742593243,-8.698985603642079
IGHV3OR15-7,-0.002158431965650187,0.3753594395747947,-0.05182732177286458,0.958700062820617,0.999994742593243,-8.698986994459595
MIR133B,-0.00130547654219354,0.09806371883934624,-0.05177476547831884,0.9587419061086964,0.999994742593243,-8.698989725051069
SNRPBP1,-0.0015542008606525548,0.08867400197983254,-0.0517683475953565,0.958747015786603,0.999994742593243,-8.698990058305943
SNORA64,-0.003738874511462209,0.3414352615598035,-0.051757345798486516,0.9587557750089446,0.999994742593243,-8.698990629488918
RPL31P1,-9.125028153088854e-4,0.06742024345314462,-0.051720754092757795,0.9587849080029549,0.999994742593243,-8.698992528356161
OR4H12P,-0.003669758977853682,0.37768785023997586,-0.05171144957271854,0.9587923159344522,0.999994742593243,-8.698993010985008
SNORD88C,-0.0038455000981924836,0.3492226900901362,-0.05170496791659585,0.9587974764031283,0.999994742593243,-8.698993347139512
IGLV8-61,0.003578557454157333,0.461850272699607,0.05165582584678915,0.9588366016626105,0.999994742593243,-8.698995894396678
CXCL13,-0.010783308527789914,1.589096713141887,-0.05156107310732339,0.9589120408810146,0.999994742593243,-8.699000799024944
AC106870.1,-0.0031008179364174215,0.86195793094754,-0.051553668579657104,0.9589179361539082,0.999994742593243,-8.69900118192168
LINC00466,0.005109151362344189,0.5851573614322193,0.05155311941078698,0.9589183733865266,0.999994742593243,-8.699001210317647
SLC26A8,0.0076523411357339866,1.6529676083983746,0.051540713000393215,0.9589282510205561,0.999994742593243,-8.699001851737425
RNU6-407P,0.004181436038557418,0.7210552489484892,0.05150540926050577,0.9589563588971692,0.999994742593243,-8.69900367611992
NCR2,0.0030478452332469985,0.23147148985673405,0.05148413025333903,0.9589733006881596,0.999994742593243,-8.699004775146031
MIR4451,0.0022281276886185614,0.20937585440968418,0.05147443343645605,0.9589810210472463,0.999994742593243,-8.69900527582021
AC079117.2,-0.0017359132995853344,0.25642014082507564,-0.051418090211286814,0.9590258801672219,0.999994742593243,-8.699008183114998
ODF3L1,-0.005166175118323402,1.3363460725610847,-0.05140850287366756,0.9590335133876988,0.999994742593243,-8.699008677501933
LINC00303,-0.005819610285125731,0.8166887687757172,-0.05137319252453077,0.9590616267183019,0.999994742593243,-8.699010497543643
IGHV4-28,-0.0025581510567639354,0.31311033136022715,-0.05136375389583954,0.9590691415574744,0.999994742593243,-8.699010983837901
IGHV3-19,-8.829436215953626e-4,0.06331968479604552,-0.05135814435599682,0.9590736077577535,0.999994742593243,-8.699011272808548
MUC17,-0.010736280925285946,1.425539163137329,-0.05133841318278549,0.9590893173224057,0.999994742593243,-8.699012288992591
OR2AP1,0.0024694503546674323,0.19132374548024608,0.05133022439778108,0.959095837073592,0.999994742593243,-8.699012710612216
MIR5707,-0.0011520861239651542,0.07116518169084067,-0.05123260295720632,0.9591735615755408,0.999994742593243,-8.699017731710942
FRMPD4-AS1,0.0018904823957508476,0.5978927932172052,0.0512131403764775,0.9591890573922284,0.999994742593243,-8.699018731614046
NCF1B,-0.0037690512614955707,0.5368001621823494,-0.05113031960283496,0.9592549982309609,0.999994742593243,-8.699022982338574
OR10Z1,-0.0017181365364724796,0.10965527183772986,-0.051048473287352285,0.9593201634938163,0.999994742593243,-8.69902717629093
RNU6-701P,0.004351618692457704,1.223214623127321,0.051038945736135585,0.9593277492578077,0.999994742593243,-8.699027664063202
RPL7AP57,-0.0010974615330405987,0.08834909441121955,-0.05103844746944063,0.9593281459740717,0.999994742593243,-8.69902768956996
CD300LG,-0.0052031603948698435,0.51021466848138,-0.05101671681107864,0.9593454477736716,0.999994742593243,-8.699028801740727
PSMC1P11,-0.0032661911186331605,0.3727895562090469,-0.05093080736829892,0.9594138484650239,0.999994742593243,-8.699033193931488
RN7SKP128,0.0027955280771486124,0.3511935440149755,0.0509149130264344,0.9594265034976479,0.999994742593243,-8.699034005731301
MRPL49P1,-0.0011811364406462896,0.09800632420572779,-0.05089973166857656,0.9594385908639,0.999994742593243,-8.699034780879046
ASS1P9,-0.004346748099365527,0.8850023377364257,-0.05087786661428718,0.9594559997921246,0.999994742593243,-8.699035896884668
FUT7,0.006040859314149827,0.7594626644809009,0.05087499659483064,0.9594582848993832,0.999994742593243,-8.699036043336605
RPS26P21,-0.004564695402579477,0.6024712218036817,-0.050829955990766826,0.9594941462371361,0.999994742593243,-8.699038340595468
OR14K1,-0.00473248844029206,0.6726385641037099,-0.050823562576922124,0.9594992366811655,0.999994742593243,-8.699038666521343
AC068057.1,-0.001615751540366639,0.3190704359662406,-0.05080593999364782,0.9595132678124066,0.999994742593243,-8.699039564679868
OR6C3,0.0026491791655755964,0.19698184542686903,0.05078466729553561,0.9595302051881753,0.999994742593243,-8.69904064845652
RNU6-476P,0.003992592071311252,0.7036144536955086,0.0507720438373411,0.9595402560260355,0.999994742593243,-8.699041291367152
RPL29P2,-0.003357325051657367,0.5525194640800923,-0.05068609220733068,0.9596086911609694,0.999994742593243,-8.699045664620511
OR7E21P,0.003619934485852405,1.5892733134106207,0.05064510013215592,0.9596413293698383,0.999994742593243,-8.699047747704183
AC010983.1,-0.0014890283760472245,0.31183719872750626,-0.050610231336957294,0.9596690922291045,0.999994742593243,-8.699049518296203
TRAV1-2,-0.0018659774712737748,0.15088100996154624,-0.0505790248228213,0.9596939391877846,0.999994742593243,-8.699051101888266
KRT8P6,-0.0011863186270928486,0.09880514190518934,-0.05056949043723894,0.9597015305749059,0.999994742593243,-8.699051585521236
MIR4704,-5.739573586019328e-4,0.054391059365136156,-0.05056427637583647,0.9597056820719321,0.999994742593243,-8.699051849966649
IGKV2OR22-4,-0.002199682968946598,0.4093554772583385,-0.05055501477996684,0.9597130562662228,0.999994742593243,-8.699052319626583
OR5C1,0.0034830052717008952,0.3187813262161435,0.050547939984165964,0.9597186893062681,0.999994742593243,-8.699052678334887
REN,-0.006454255619263105,0.757828904811686,-0.05054308637271789,0.959722553812989,0.999994742593243,-8.699052924395046
TRBV20-1,-0.005223217166307581,0.9413523873245224,-0.050532555661342675,0.9597309385016262,0.999994742593243,-8.699053458181876
OR4A43P,-0.0012129959739777332,0.08962947612715091,-0.05052185811283322,0.9597394560327315,0.999994742593243,-8.699054000311612
LPP-AS1,0.0035618836246769647,0.496542638036608,0.05051855623478865,0.9597420850330958,0.999994742593243,-8.699054167620826
